customer_id,age,gender,city,district,registration_date,registration_year,registration_month,age_group
1359,19,Male,Karachi,Korangi,2024-05-16,2024,5,18-25
1360,38,Male,Karachi,Korangi,2024-01-25,2024,1,36-45
1361,27,Female,Karachi,Karachi East,2025-08-11,2025,8,26-35
1362,32,Female,Karachi,Karachi East,2025-04-26,2025,4,26-35
1363,48,Female,Karachi,Keamari,2025-12-22,2025,12,46-55
1364,23,Male,Karachi,Karachi Central,2024-09-12,2024,9,18-25
1365,24,Female,Karachi,Korangi,2024-10-31,2024,10,18-25
1366,47,Female,Karachi,Karachi Central,2024-06-19,2024,6,46-55
1367,22,Male,Karachi,Karachi Central,2024-09-28,2024,9,18-25
1368,64,Male,Karachi,Karachi Central,2025-10-22,2025,10,56+
1369,38,Male,Karachi,Karachi Central,2025-06-14,2025,6,36-45
1370,37,Male,Karachi,Korangi,2024-03-16,2024,3,36-45
1371,30,Female,Karachi,Karachi Central,2025-12-02,2025,12,26-35
1372,50,Female,Karachi,Karachi East,2025-06-29,2025,6,46-55
1373,53,Female,Karachi,Korangi,2025-05-14,2025,5,46-55
1374,53,Male,Karachi,Karachi West,2024-08-28,2024,8,46-55
1375,57,Male,Karachi,Korangi,2024-01-17,2024,1,56+
1376,58,Male,Karachi,Karachi Central,2024-12-08,2024,12,56+
1377,19,Female,Karachi,Keamari,2024-10-17,2024,10,18-25
1378,25,Female,Karachi,Karachi South,2024-10-04,2024,10,18-25
1379,50,Male,Karachi,Karachi Central,2025-04-07,2025,4,46-55
1380,60,Male,Karachi,Karachi West,2024-02-14,2024,2,56+
1381,31,Male,Karachi,Karachi West,2025-06-05,2025,6,26-35
1382,36,Female,Karachi,Karachi Central,2025-01-18,2025,1,36-45
1383,22,Female,Karachi,Karachi Central,2025-02-05,2025,2,18-25
1384,32,Female,Karachi,Malir,2025-11-23,2025,11,26-35
1385,21,Male,Karachi,Keamari,2024-02-16,2024,2,18-25
1386,48,Female,Karachi,Karachi Central,2024-11-30,2024,11,46-55
1387,37,Male,Karachi,Karachi Central,2024-11-08,2024,11,36-45
1388,57,Female,Karachi,Karachi Central,2026-01-05,2026,1,56+
1389,31,Male,Karachi,Karachi West,2024-04-13,2024,4,26-35
1390,23,Female,Karachi,Karachi West,2025-12-16,2025,12,18-25
1391,29,Male,Karachi,Korangi,2024-09-11,2024,9,26-35
1392,60,Male,Karachi,Karachi East,2024-07-14,2024,7,56+
1393,22,Female,Karachi,Korangi,2024-09-02,2024,9,18-25
1394,42,Female,Karachi,Keamari,2025-11-07,2025,11,36-45
1395,27,Male,Karachi,Korangi,2024-06-26,2024,6,26-35
1396,48,Male,Karachi,Korangi,2025-11-30,2025,11,46-55
1397,47,Female,Karachi,Korangi,2025-07-18,2025,7,46-55
1398,64,Female,Karachi,Keamari,2025-07-01,2025,7,56+
1399,27,Female,Karachi,Malir,2025-08-02,2025,8,26-35
1400,43,Female,Karachi,Keamari,2025-12-13,2025,12,36-45
1401,35,Male,Karachi,Keamari,2024-10-08,2024,10,26-35
1402,30,Female,Karachi,Karachi Central,2026-01-01,2026,1,26-35
1403,57,Male,Karachi,Korangi,2024-02-05,2024,2,56+
1404,22,Female,Karachi,Karachi West,2025-07-23,2025,7,18-25
1405,27,Female,Karachi,Korangi,2025-07-29,2025,7,26-35
1406,42,Female,Karachi,Keamari,2025-08-03,2025,8,36-45
1407,40,Male,Karachi,Karachi East,2025-02-17,2025,2,36-45
1408,64,Female,Karachi,Korangi,2025-04-09,2025,4,56+
1409,63,Female,Karachi,Keamari,2024-02-10,2024,2,56+
1410,58,Male,Karachi,Keamari,2025-07-02,2025,7,56+
1411,52,Female,Karachi,Korangi,2025-12-31,2025,12,46-55
1412,35,Male,Karachi,Karachi West,2025-09-21,2025,9,26-35
1413,25,Male,Karachi,Malir,2025-03-20,2025,3,18-25
1414,64,Female,Karachi,Karachi East,2025-11-07,2025,11,56+
1415,55,Male,Karachi,Karachi Central,2025-06-02,2025,6,46-55
1416,55,Male,Karachi,Karachi Central,2024-01-11,2024,1,46-55
1417,52,Female,Karachi,Karachi Central,2025-03-17,2025,3,46-55
1418,47,Female,Karachi,Korangi,2025-04-18,2025,4,46-55
1419,38,Female,Karachi,Karachi South,2025-08-21,2025,8,36-45
1420,47,Male,Karachi,Keamari,2025-04-29,2025,4,46-55
1421,32,Male,Karachi,Karachi East,2025-04-09,2025,4,26-35
1422,20,Female,Karachi,Karachi South,2024-05-31,2024,5,18-25
1423,61,Female,Karachi,Karachi South,2025-12-08,2025,12,56+
1424,64,Male,Karachi,Keamari,2025-11-17,2025,11,56+
1425,18,Male,Karachi,Karachi West,2025-04-14,2025,4,18-25
1426,24,Female,Karachi,Karachi Central,2025-01-17,2025,1,18-25
1427,42,Female,Karachi,Malir,2024-05-22,2024,5,36-45
1428,63,Female,Karachi,Karachi East,2024-09-09,2024,9,56+
1429,25,Female,Karachi,Korangi,2025-12-23,2025,12,18-25
1430,33,Male,Karachi,Malir,2024-05-20,2024,5,26-35
1431,56,Male,Karachi,Karachi Central,2024-02-03,2024,2,56+
1432,23,Female,Karachi,Karachi South,2024-11-11,2024,11,18-25
1433,56,Male,Karachi,Malir,2024-03-06,2024,3,56+
1434,65,Female,Karachi,Karachi East,2025-06-19,2025,6,56+
1435,45,Male,Karachi,Keamari,2024-07-18,2024,7,36-45
1436,23,Male,Karachi,Karachi South,2025-03-22,2025,3,18-25
1437,51,Female,Karachi,Korangi,2025-09-17,2025,9,46-55
1438,45,Female,Karachi,Malir,2025-09-29,2025,9,36-45
1439,18,Female,Karachi,Korangi,2024-05-27,2024,5,18-25
1440,46,Male,Karachi,Karachi South,2024-11-26,2024,11,46-55
1441,35,Male,Karachi,Korangi,2024-11-16,2024,11,26-35
1442,52,Female,Karachi,Karachi West,2025-01-08,2025,1,46-55
1443,60,Female,Karachi,Korangi,2025-02-12,2025,2,56+
1444,54,Male,Karachi,Korangi,2025-06-11,2025,6,46-55
1445,55,Male,Karachi,Karachi South,2024-05-21,2024,5,46-55
1446,28,Male,Karachi,Karachi East,2024-09-05,2024,9,26-35
1447,22,Male,Karachi,Malir,2025-07-19,2025,7,18-25
1448,36,Female,Karachi,Karachi Central,2024-10-20,2024,10,36-45
1449,28,Male,Karachi,Malir,2026-01-06,2026,1,26-35
1450,45,Male,Karachi,Karachi South,2025-11-01,2025,11,36-45
1451,39,Male,Karachi,Karachi East,2024-05-31,2024,5,36-45
1452,62,Female,Karachi,Karachi Central,2024-07-22,2024,7,56+
1453,37,Female,Karachi,Karachi South,2025-09-14,2025,9,36-45
1454,45,Male,Karachi,Karachi East,2024-12-26,2024,12,36-45
1455,20,Female,Karachi,Karachi West,2026-01-04,2026,1,18-25
1456,48,Male,Karachi,Karachi East,2024-04-02,2024,4,46-55
1457,28,Male,Karachi,Karachi Central,2025-08-09,2025,8,26-35
1458,34,Male,Karachi,Karachi West,2024-07-04,2024,7,26-35
1459,36,Male,Karachi,Karachi Central,2024-10-26,2024,10,36-45
1460,35,Female,Karachi,Korangi,2025-11-19,2025,11,26-35
1461,41,Female,Karachi,Keamari,2024-03-17,2024,3,36-45
1462,26,Male,Karachi,Karachi East,2024-09-09,2024,9,26-35
1463,48,Female,Karachi,Keamari,2025-02-23,2025,2,46-55
1464,47,Male,Karachi,Malir,2025-04-04,2025,4,46-55
1465,42,Male,Karachi,Karachi West,2025-11-06,2025,11,36-45
1466,55,Female,Karachi,Karachi South,2025-06-13,2025,6,46-55
1467,59,Male,Karachi,Karachi East,2025-03-08,2025,3,56+
1468,24,Female,Karachi,Karachi South,2024-10-24,2024,10,18-25
1469,28,Female,Karachi,Karachi Central,2024-09-21,2024,9,26-35
1470,47,Male,Karachi,Karachi East,2025-05-03,2025,5,46-55
1471,53,Male,Karachi,Karachi South,2024-05-09,2024,5,46-55
1472,31,Female,Karachi,Malir,2025-08-30,2025,8,26-35
1473,42,Male,Karachi,Malir,2024-01-09,2024,1,36-45
1474,60,Male,Karachi,Malir,2025-11-02,2025,11,56+
1475,42,Female,Karachi,Karachi West,2025-10-02,2025,10,36-45
1476,30,Female,Karachi,Malir,2024-03-05,2024,3,26-35
1477,34,Female,Karachi,Karachi South,2024-08-18,2024,8,26-35
1478,59,Male,Karachi,Karachi East,2025-06-26,2025,6,56+
1479,62,Female,Karachi,Karachi Central,2024-09-22,2024,9,56+
1480,18,Male,Karachi,Karachi East,2025-06-04,2025,6,18-25
1481,24,Female,Karachi,Korangi,2025-09-02,2025,9,18-25
1482,65,Female,Karachi,Malir,2024-06-17,2024,6,56+
1483,28,Male,Karachi,Malir,2024-06-04,2024,6,26-35
1484,41,Female,Karachi,Keamari,2024-04-18,2024,4,36-45
1485,58,Male,Karachi,Korangi,2026-01-01,2026,1,56+
1486,36,Female,Karachi,Karachi West,2024-09-21,2024,9,36-45
1487,48,Female,Karachi,Korangi,2025-02-25,2025,2,46-55
1488,31,Male,Karachi,Karachi Central,2024-05-02,2024,5,26-35
1489,27,Female,Karachi,Malir,2025-10-19,2025,10,26-35
1490,27,Male,Karachi,Karachi West,2024-10-11,2024,10,26-35
1491,33,Male,Karachi,Karachi West,2025-07-19,2025,7,26-35
1492,31,Female,Karachi,Keamari,2025-07-29,2025,7,26-35
1493,27,Male,Karachi,Karachi Central,2025-05-05,2025,5,26-35
1494,43,Female,Karachi,Karachi East,2024-08-18,2024,8,36-45
1495,50,Female,Karachi,Malir,2024-10-07,2024,10,46-55
1496,44,Female,Karachi,Malir,2025-10-09,2025,10,36-45
1497,55,Male,Karachi,Malir,2025-04-23,2025,4,46-55
1498,29,Male,Karachi,Korangi,2025-02-24,2025,2,26-35
1499,48,Female,Karachi,Karachi East,2025-05-05,2025,5,46-55
1500,64,Male,Karachi,Korangi,2025-09-10,2025,9,56+
1501,41,Male,Karachi,Korangi,2024-07-13,2024,7,36-45
1502,29,Female,Karachi,Korangi,2024-09-12,2024,9,26-35
1503,25,Female,Karachi,Karachi South,2024-07-27,2024,7,18-25
1504,38,Male,Karachi,Karachi West,2024-12-23,2024,12,36-45
1505,39,Female,Karachi,Karachi East,2025-11-02,2025,11,36-45
1506,24,Female,Karachi,Karachi East,2024-02-23,2024,2,18-25
1507,52,Female,Karachi,Keamari,2025-01-10,2025,1,46-55
1508,42,Male,Karachi,Karachi South,2024-07-23,2024,7,36-45
1509,61,Male,Karachi,Karachi Central,2025-10-11,2025,10,56+
1510,62,Female,Karachi,Keamari,2024-08-02,2024,8,56+
1511,21,Female,Karachi,Keamari,2025-09-04,2025,9,18-25
1512,28,Female,Karachi,Malir,2025-04-13,2025,4,26-35
1513,19,Male,Karachi,Keamari,2024-04-13,2024,4,18-25
1514,29,Male,Karachi,Korangi,2024-07-18,2024,7,26-35
1515,61,Male,Karachi,Korangi,2025-10-12,2025,10,56+
1516,51,Female,Karachi,Karachi South,2024-10-18,2024,10,46-55
1517,60,Female,Karachi,Karachi East,2024-08-08,2024,8,56+
1518,39,Female,Karachi,Karachi East,2025-05-21,2025,5,36-45
1519,56,Female,Karachi,Karachi West,2025-03-03,2025,3,56+
1520,52,Male,Karachi,Karachi East,2024-12-29,2024,12,46-55
1521,24,Female,Karachi,Karachi South,2025-08-17,2025,8,18-25
1522,39,Male,Karachi,Malir,2024-01-24,2024,1,36-45
1523,62,Male,Karachi,Korangi,2024-01-10,2024,1,56+
1524,64,Male,Karachi,Karachi East,2024-04-11,2024,4,56+
1525,64,Male,Karachi,Karachi Central,2025-10-24,2025,10,56+
1526,21,Male,Karachi,Malir,2024-07-07,2024,7,18-25
1527,48,Male,Karachi,Karachi Central,2025-05-31,2025,5,46-55
1528,62,Male,Karachi,Malir,2025-03-09,2025,3,56+
1529,56,Male,Karachi,Karachi West,2024-06-04,2024,6,56+
1530,54,Female,Karachi,Karachi West,2024-06-30,2024,6,46-55
1531,26,Male,Karachi,Malir,2024-06-27,2024,6,26-35
1532,48,Male,Karachi,Korangi,2024-08-18,2024,8,46-55
1533,52,Female,Karachi,Karachi Central,2024-07-12,2024,7,46-55
1534,61,Male,Karachi,Malir,2025-03-24,2025,3,56+
1535,46,Male,Karachi,Malir,2025-12-21,2025,12,46-55
1536,19,Male,Karachi,Malir,2024-07-26,2024,7,18-25
1537,44,Female,Karachi,Malir,2025-09-18,2025,9,36-45
1538,44,Female,Karachi,Karachi Central,2024-10-23,2024,10,36-45
1539,59,Male,Karachi,Korangi,2024-07-31,2024,7,56+
1540,19,Male,Karachi,Karachi West,2024-03-28,2024,3,18-25
1541,26,Male,Karachi,Malir,2024-04-24,2024,4,26-35
1542,44,Female,Karachi,Karachi East,2024-03-15,2024,3,36-45
1543,59,Male,Karachi,Karachi West,2024-05-31,2024,5,56+
1544,19,Female,Karachi,Malir,2025-07-05,2025,7,18-25
1545,26,Female,Karachi,Karachi West,2024-09-02,2024,9,26-35
1546,38,Male,Karachi,Korangi,2024-11-13,2024,11,36-45
1547,48,Male,Karachi,Karachi Central,2025-06-25,2025,6,46-55
1548,54,Male,Karachi,Keamari,2025-10-14,2025,10,46-55
1549,53,Male,Karachi,Malir,2025-08-30,2025,8,46-55
1550,36,Male,Karachi,Malir,2024-04-25,2024,4,36-45
1551,41,Female,Karachi,Keamari,2025-10-24,2025,10,36-45
1552,40,Female,Karachi,Karachi East,2024-01-20,2024,1,36-45
1553,21,Female,Karachi,Karachi East,2025-11-20,2025,11,18-25
1554,24,Female,Karachi,Keamari,2025-12-13,2025,12,18-25
1555,31,Female,Karachi,Karachi East,2025-10-20,2025,10,26-35
1556,23,Female,Karachi,Karachi South,2024-12-18,2024,12,18-25
1557,42,Female,Karachi,Karachi West,2024-01-17,2024,1,36-45
1558,38,Male,Karachi,Karachi South,2024-10-18,2024,10,36-45
1559,30,Male,Karachi,Karachi South,2024-04-19,2024,4,26-35
1560,53,Female,Karachi,Karachi Central,2024-02-13,2024,2,46-55
1561,30,Male,Karachi,Malir,2025-08-15,2025,8,26-35
1562,28,Female,Karachi,Malir,2024-11-23,2024,11,26-35
1563,56,Female,Karachi,Karachi South,2025-12-25,2025,12,56+
1564,49,Male,Karachi,Karachi East,2024-03-01,2024,3,46-55
1565,33,Female,Karachi,Karachi South,2025-06-19,2025,6,26-35
1566,44,Female,Karachi,Korangi,2024-03-12,2024,3,36-45
1567,20,Female,Karachi,Karachi South,2024-09-18,2024,9,18-25
1568,56,Female,Karachi,Malir,2025-06-01,2025,6,56+
1569,42,Male,Karachi,Karachi South,2024-10-04,2024,10,36-45
1570,60,Female,Karachi,Malir,2025-01-16,2025,1,56+
1571,58,Female,Karachi,Karachi West,2024-04-20,2024,4,56+
1572,62,Male,Karachi,Karachi South,2024-03-09,2024,3,56+
1573,36,Female,Karachi,Karachi West,2024-05-16,2024,5,36-45
1574,31,Female,Karachi,Malir,2025-07-05,2025,7,26-35
1575,32,Female,Karachi,Malir,2025-07-17,2025,7,26-35
1576,58,Female,Karachi,Malir,2025-12-31,2025,12,56+
1577,54,Female,Karachi,Karachi South,2024-11-10,2024,11,46-55
1578,18,Female,Karachi,Karachi West,2025-03-05,2025,3,18-25
1579,27,Female,Karachi,Keamari,2024-10-03,2024,10,26-35
1580,52,Male,Karachi,Malir,2025-02-26,2025,2,46-55
1581,61,Female,Karachi,Karachi East,2024-05-26,2024,5,56+
1582,48,Male,Karachi,Malir,2025-09-03,2025,9,46-55
1583,18,Female,Karachi,Keamari,2025-08-08,2025,8,18-25
1584,45,Male,Karachi,Karachi Central,2024-11-29,2024,11,36-45
1585,56,Male,Karachi,Karachi West,2024-12-13,2024,12,56+
1586,20,Male,Karachi,Karachi West,2025-08-08,2025,8,18-25
1587,55,Male,Karachi,Karachi West,2025-05-20,2025,5,46-55
1588,58,Male,Karachi,Karachi South,2025-08-05,2025,8,56+
1589,59,Male,Karachi,Korangi,2024-05-10,2024,5,56+
1590,48,Female,Karachi,Karachi East,2025-07-14,2025,7,46-55
1591,34,Male,Karachi,Karachi South,2024-07-19,2024,7,26-35
1592,20,Male,Karachi,Karachi West,2024-05-04,2024,5,18-25
1593,29,Male,Karachi,Karachi South,2025-02-06,2025,2,26-35
1594,24,Female,Karachi,Keamari,2025-07-15,2025,7,18-25
1595,24,Female,Karachi,Karachi West,2025-10-25,2025,10,18-25
1596,22,Male,Karachi,Keamari,2024-01-21,2024,1,18-25
1597,24,Female,Karachi,Karachi Central,2024-09-02,2024,9,18-25
1598,37,Male,Karachi,Karachi Central,2024-12-27,2024,12,36-45
1599,19,Female,Karachi,Karachi South,2024-11-04,2024,11,18-25
1600,31,Female,Karachi,Karachi West,2024-09-07,2024,9,26-35
1601,48,Female,Karachi,Karachi West,2025-01-14,2025,1,46-55
1602,44,Male,Karachi,Karachi South,2024-02-15,2024,2,36-45
1603,53,Female,Karachi,Malir,2025-01-04,2025,1,46-55
1604,54,Female,Karachi,Karachi South,2024-07-02,2024,7,46-55
1605,40,Male,Karachi,Karachi South,2024-11-12,2024,11,36-45
1606,41,Male,Karachi,Korangi,2025-06-28,2025,6,36-45
1607,26,Female,Karachi,Karachi West,2024-09-18,2024,9,26-35
1608,28,Female,Karachi,Malir,2024-10-26,2024,10,26-35
1609,22,Female,Karachi,Korangi,2024-02-20,2024,2,18-25
1610,22,Male,Karachi,Malir,2025-01-18,2025,1,18-25
1611,18,Male,Karachi,Karachi Central,2025-12-15,2025,12,18-25
1612,32,Female,Karachi,Keamari,2024-08-01,2024,8,26-35
1613,47,Male,Karachi,Malir,2025-07-17,2025,7,46-55
1614,31,Female,Karachi,Karachi West,2024-02-25,2024,2,26-35
1615,28,Female,Karachi,Korangi,2024-06-20,2024,6,26-35
1616,43,Female,Karachi,Karachi West,2024-12-05,2024,12,36-45
1617,57,Male,Karachi,Karachi West,2024-08-12,2024,8,56+
1618,52,Male,Karachi,Korangi,2025-08-13,2025,8,46-55
1619,29,Female,Karachi,Malir,2024-10-17,2024,10,26-35
1620,40,Female,Karachi,Malir,2025-05-31,2025,5,36-45
1621,62,Male,Karachi,Karachi Central,2024-08-16,2024,8,56+
1622,63,Female,Karachi,Karachi West,2025-09-14,2025,9,56+
1623,45,Male,Karachi,Karachi South,2024-05-20,2024,5,36-45
1624,46,Female,Karachi,Karachi South,2024-12-13,2024,12,46-55
1625,36,Female,Karachi,Keamari,2025-02-14,2025,2,36-45
1626,49,Male,Karachi,Malir,2025-05-27,2025,5,46-55
1627,26,Male,Karachi,Keamari,2025-06-26,2025,6,26-35
1628,21,Male,Karachi,Keamari,2025-06-05,2025,6,18-25
1629,45,Male,Karachi,Karachi Central,2024-09-05,2024,9,36-45
1630,57,Male,Karachi,Karachi East,2025-08-21,2025,8,56+
1631,35,Male,Karachi,Malir,2024-03-29,2024,3,26-35
1632,59,Male,Karachi,Malir,2024-01-21,2024,1,56+
1633,47,Male,Karachi,Karachi Central,2024-06-03,2024,6,46-55
1634,24,Male,Karachi,Karachi West,2024-03-21,2024,3,18-25
1635,60,Female,Karachi,Karachi Central,2025-07-03,2025,7,56+
1636,22,Female,Karachi,Malir,2025-09-07,2025,9,18-25
1637,38,Female,Karachi,Korangi,2025-06-12,2025,6,36-45
1638,42,Male,Karachi,Karachi West,2024-03-28,2024,3,36-45
1639,60,Female,Karachi,Karachi East,2024-12-10,2024,12,56+
1640,23,Male,Karachi,Korangi,2025-10-09,2025,10,18-25
1641,51,Female,Karachi,Karachi West,2025-12-11,2025,12,46-55
1642,34,Male,Karachi,Karachi West,2024-08-10,2024,8,26-35
1643,32,Male,Karachi,Keamari,2024-05-06,2024,5,26-35
1644,31,Female,Karachi,Malir,2025-06-05,2025,6,26-35
1645,62,Male,Karachi,Karachi Central,2025-10-27,2025,10,56+
1646,29,Female,Karachi,Karachi South,2025-05-22,2025,5,26-35
1647,49,Female,Karachi,Karachi Central,2025-10-22,2025,10,46-55
1648,51,Female,Karachi,Malir,2024-06-02,2024,6,46-55
1649,40,Male,Karachi,Malir,2024-06-23,2024,6,36-45
1650,47,Male,Karachi,Keamari,2024-10-13,2024,10,46-55
1651,65,Male,Karachi,Karachi West,2025-10-21,2025,10,56+
1652,24,Male,Karachi,Keamari,2025-10-27,2025,10,18-25
1653,47,Male,Karachi,Keamari,2024-10-27,2024,10,46-55
1654,49,Female,Karachi,Malir,2024-05-27,2024,5,46-55
1655,50,Male,Karachi,Karachi Central,2024-10-23,2024,10,46-55
1656,45,Female,Karachi,Karachi West,2025-06-30,2025,6,36-45
1657,61,Female,Karachi,Karachi South,2025-09-04,2025,9,56+
1658,40,Male,Karachi,Korangi,2025-04-27,2025,4,36-45
1659,65,Female,Karachi,Karachi Central,2025-06-17,2025,6,56+
1660,39,Male,Karachi,Korangi,2024-07-16,2024,7,36-45
1661,30,Female,Karachi,Malir,2024-06-02,2024,6,26-35
1662,20,Female,Karachi,Karachi West,2025-11-09,2025,11,18-25
1663,50,Male,Karachi,Keamari,2024-02-10,2024,2,46-55
1664,29,Female,Karachi,Malir,2025-09-17,2025,9,26-35
1665,39,Male,Karachi,Karachi East,2024-06-09,2024,6,36-45
1666,59,Male,Karachi,Karachi West,2024-11-03,2024,11,56+
1667,30,Male,Karachi,Keamari,2024-11-26,2024,11,26-35
1668,33,Male,Karachi,Karachi South,2025-06-23,2025,6,26-35
1669,26,Male,Karachi,Karachi South,2025-07-13,2025,7,26-35
1670,19,Male,Karachi,Karachi West,2024-10-21,2024,10,18-25
1671,20,Female,Karachi,Keamari,2024-10-16,2024,10,18-25
1672,39,Male,Karachi,Keamari,2025-03-01,2025,3,36-45
1673,56,Female,Karachi,Karachi Central,2025-10-16,2025,10,56+
1674,25,Female,Karachi,Karachi Central,2024-12-04,2024,12,18-25
1675,29,Female,Karachi,Karachi East,2024-02-25,2024,2,26-35
1676,31,Female,Karachi,Keamari,2024-12-10,2024,12,26-35
1677,44,Male,Karachi,Korangi,2024-08-26,2024,8,36-45
1678,29,Male,Karachi,Malir,2025-08-20,2025,8,26-35
1679,19,Male,Karachi,Karachi South,2025-10-08,2025,10,18-25
1680,26,Male,Karachi,Karachi South,2025-05-16,2025,5,26-35
1681,34,Male,Karachi,Keamari,2025-12-19,2025,12,26-35
1682,29,Female,Karachi,Karachi West,2025-08-01,2025,8,26-35
1683,53,Female,Karachi,Malir,2025-06-22,2025,6,46-55
1684,37,Female,Karachi,Malir,2025-10-25,2025,10,36-45
1685,50,Female,Karachi,Karachi South,2025-02-07,2025,2,46-55
1686,50,Male,Karachi,Karachi South,2025-08-02,2025,8,46-55
1687,29,Male,Karachi,Malir,2025-07-15,2025,7,26-35
1688,20,Female,Karachi,Keamari,2024-09-06,2024,9,18-25
1689,59,Male,Karachi,Karachi South,2025-01-23,2025,1,56+
1690,54,Male,Karachi,Karachi West,2025-12-11,2025,12,46-55
1691,48,Female,Karachi,Keamari,2024-02-06,2024,2,46-55
1692,60,Female,Karachi,Karachi South,2024-04-29,2024,4,56+
1693,52,Female,Karachi,Karachi South,2025-06-22,2025,6,46-55
1694,31,Female,Karachi,Malir,2025-05-21,2025,5,26-35
1695,53,Female,Karachi,Karachi West,2024-12-04,2024,12,46-55
1696,20,Male,Karachi,Malir,2025-11-16,2025,11,18-25
1697,32,Male,Karachi,Karachi West,2024-07-12,2024,7,26-35
1698,40,Female,Karachi,Karachi Central,2025-03-29,2025,3,36-45
1699,56,Female,Karachi,Karachi East,2025-03-12,2025,3,56+
1700,50,Female,Karachi,Karachi East,2025-11-27,2025,11,46-55
1701,43,Male,Karachi,Karachi East,2024-08-22,2024,8,36-45
1702,45,Male,Karachi,Karachi Central,2024-02-04,2024,2,36-45
1703,47,Female,Karachi,Karachi West,2024-10-14,2024,10,46-55
1704,25,Male,Karachi,Karachi Central,2025-09-27,2025,9,18-25
1705,59,Female,Karachi,Karachi Central,2025-04-11,2025,4,56+
1706,58,Male,Karachi,Karachi South,2025-02-20,2025,2,56+
1707,35,Male,Karachi,Malir,2025-08-16,2025,8,26-35
1708,25,Male,Karachi,Karachi Central,2025-02-16,2025,2,18-25
1709,31,Female,Karachi,Karachi East,2024-11-29,2024,11,26-35
1710,36,Male,Karachi,Karachi East,2024-09-21,2024,9,36-45
1711,48,Female,Karachi,Keamari,2024-12-25,2024,12,46-55
1712,24,Male,Karachi,Korangi,2024-02-05,2024,2,18-25
1713,62,Male,Karachi,Karachi South,2024-12-06,2024,12,56+
1714,38,Male,Karachi,Korangi,2025-03-13,2025,3,36-45
1715,28,Male,Karachi,Karachi Central,2025-09-04,2025,9,26-35
1716,20,Male,Karachi,Karachi East,2025-01-18,2025,1,18-25
1717,18,Male,Karachi,Karachi Central,2025-05-10,2025,5,18-25
1718,44,Male,Karachi,Karachi Central,2025-08-17,2025,8,36-45
1719,63,Female,Karachi,Korangi,2025-01-20,2025,1,56+
1720,19,Male,Karachi,Korangi,2025-06-06,2025,6,18-25
1721,48,Female,Karachi,Karachi Central,2024-11-08,2024,11,46-55
1722,34,Male,Karachi,Karachi East,2025-02-15,2025,2,26-35
1723,33,Female,Karachi,Karachi South,2024-09-16,2024,9,26-35
1724,62,Female,Karachi,Karachi South,2024-03-20,2024,3,56+
1725,18,Female,Karachi,Malir,2024-03-10,2024,3,18-25
1726,30,Male,Karachi,Keamari,2024-02-25,2024,2,26-35
1727,30,Male,Karachi,Malir,2024-06-01,2024,6,26-35
1728,48,Male,Karachi,Karachi West,2024-05-25,2024,5,46-55
1729,25,Male,Karachi,Malir,2025-03-14,2025,3,18-25
1730,25,Female,Karachi,Karachi South,2024-04-11,2024,4,18-25
1731,56,Female,Karachi,Karachi West,2024-01-29,2024,1,56+
1732,59,Female,Karachi,Malir,2025-03-13,2025,3,56+
1733,31,Male,Karachi,Karachi West,2025-08-31,2025,8,26-35
1734,33,Female,Karachi,Karachi West,2025-06-23,2025,6,26-35
1735,38,Male,Karachi,Karachi Central,2024-02-16,2024,2,36-45
1736,24,Female,Karachi,Karachi East,2025-11-11,2025,11,18-25
1737,55,Female,Karachi,Karachi East,2025-06-19,2025,6,46-55
1738,43,Male,Karachi,Karachi West,2024-03-05,2024,3,36-45
1739,25,Female,Karachi,Malir,2025-02-03,2025,2,18-25
1740,47,Male,Karachi,Karachi South,2024-08-21,2024,8,46-55
1741,50,Female,Karachi,Keamari,2024-09-19,2024,9,46-55
1742,53,Male,Karachi,Karachi South,2024-04-25,2024,4,46-55
1743,33,Female,Karachi,Karachi Central,2024-01-08,2024,1,26-35
1744,40,Female,Karachi,Karachi Central,2025-06-06,2025,6,36-45
1745,37,Female,Karachi,Karachi South,2024-10-24,2024,10,36-45
1746,38,Male,Karachi,Karachi West,2025-09-20,2025,9,36-45
1747,42,Female,Karachi,Malir,2024-09-17,2024,9,36-45
1748,33,Male,Karachi,Karachi Central,2025-07-19,2025,7,26-35
1749,33,Male,Karachi,Karachi West,2025-04-23,2025,4,26-35
1750,33,Female,Karachi,Karachi Central,2025-12-08,2025,12,26-35
1751,52,Male,Karachi,Karachi East,2025-03-24,2025,3,46-55
1752,35,Female,Karachi,Karachi East,2024-10-12,2024,10,26-35
1753,33,Male,Karachi,Karachi West,2025-01-02,2025,1,26-35
1754,27,Female,Karachi,Karachi South,2025-04-30,2025,4,26-35
1755,41,Male,Karachi,Karachi Central,2025-12-14,2025,12,36-45
1756,26,Female,Karachi,Karachi Central,2024-09-13,2024,9,26-35
1757,30,Male,Karachi,Keamari,2025-09-12,2025,9,26-35
1758,58,Male,Karachi,Karachi East,2025-07-08,2025,7,56+
1759,57,Female,Karachi,Korangi,2025-03-08,2025,3,56+
1760,29,Female,Karachi,Korangi,2024-12-21,2024,12,26-35
1761,32,Female,Karachi,Korangi,2025-07-18,2025,7,26-35
1762,49,Male,Karachi,Karachi East,2025-02-21,2025,2,46-55
1763,26,Male,Karachi,Karachi Central,2024-03-28,2024,3,26-35
1764,58,Female,Karachi,Keamari,2024-03-02,2024,3,56+
