order_detail_id,order_id,product_id,quantity,unit_price,line_total
7787,9084,54,2,585.07,1170.14
7788,10318,20,3,673.87,2021.6
7789,9096,80,5,184.19,920.97
7790,7008,75,1,616.48,616.48
7791,8858,46,2,510.28,1020.57
7792,3155,38,4,378.62,1514.48
7793,3812,1,1,163.76,163.76
7794,4727,98,3,350.07,1050.2
7795,5349,36,5,453.16,2265.79
7796,8090,96,4,649.68,2598.71
7797,9943,24,4,362.95,1451.8
7798,6373,37,2,615.48,1230.95
7799,9731,45,4,507.14,2028.55
7800,10098,59,4,277.98,1111.93
7801,9747,82,5,463.39,2316.97
7802,958,6,5,429.71,2148.55
7803,2387,13,5,237.95,1189.75
7804,209,68,3,103.13,309.38
7805,7804,82,4,463.39,1853.57
7806,1959,82,1,463.39,463.39
7807,5496,85,1,738.47,738.47
7808,8918,4,3,529.53,1588.59
7809,7819,26,5,478.7,2393.48
7810,8817,15,1,362.32,362.32
7811,10464,93,5,621.07,3105.38
7812,3783,38,2,378.62,757.24
7813,7427,70,5,354.95,1774.76
7814,7902,9,5,636.87,3184.33
7815,10304,14,2,447.52,895.04
7816,2169,42,2,235.76,471.52
7817,488,68,2,103.13,206.26
7818,11858,78,3,630.73,1892.2
7819,8112,53,4,181.25,725.0
7820,11588,77,2,208.62,417.24
7821,9435,80,1,184.19,184.19
7822,7688,89,2,279.32,558.64
7823,8844,96,2,649.68,1299.35
7824,1140,74,1,295.26,295.26
7825,7948,34,2,401.43,802.85
7826,273,62,2,542.6,1085.2
7827,2179,90,2,702.3,1404.6
7828,6561,24,1,362.95,362.95
7829,2610,52,3,633.85,1901.55
7830,4802,39,1,251.86,251.86
7831,4563,16,3,224.77,674.32
7832,3389,4,2,529.53,1059.06
7833,5759,47,3,107.36,322.08
7834,922,27,3,388.81,1166.43
7835,8879,6,1,429.71,429.71
7836,6686,21,3,184.38,553.13
7837,10802,42,3,235.76,707.28
7838,3628,5,1,451.11,451.11
7839,662,88,4,148.72,594.88
7840,2021,57,5,589.69,2948.44
7841,11564,39,3,251.86,755.59
7842,2867,28,1,637.83,637.83
7843,6901,24,1,362.95,362.95
7844,1527,11,1,545.92,545.92
7845,4549,8,4,345.11,1380.45
7846,3333,67,2,385.66,771.33
7847,4785,3,2,257.3,514.6
7848,10919,15,1,362.32,362.32
7849,2573,23,3,81.55,244.66
7850,1035,56,3,102.07,306.21
7851,8267,12,3,187.52,562.55
7852,8591,62,4,542.6,2170.41
7853,3523,68,2,103.13,206.26
7854,2882,30,3,172.82,518.45
7855,6248,99,4,453.88,1815.51
7856,11390,23,1,81.55,81.55
7857,8923,46,1,510.28,510.28
7858,7333,48,4,281.46,1125.84
7859,6567,95,3,608.08,1824.23
7860,3245,57,5,589.69,2948.44
7861,2597,49,2,255.58,511.17
7862,4016,62,4,542.6,2170.41
7863,5069,22,4,377.33,1509.34
7864,194,28,3,637.83,1913.49
7865,773,52,4,633.85,2535.4
7866,3400,61,2,540.28,1080.55
7867,4559,63,1,149.61,149.61
7868,5313,73,2,403.41,806.81
7869,3723,20,2,673.87,1347.73
7870,9836,13,1,237.95,237.95
7871,10140,79,5,258.53,1292.64
7872,10694,88,5,148.72,743.6
7873,6360,57,5,589.69,2948.44
7874,2844,43,2,512.98,1025.96
7875,11969,71,2,493.94,987.88
7876,2546,65,3,626.54,1879.62
7877,6408,93,1,621.07,621.07
7878,8642,71,1,493.94,493.94
7879,328,56,4,102.07,408.28
7880,6111,60,1,611.43,611.43
7881,5167,81,1,334.21,334.21
7882,7703,65,1,626.54,626.54
7883,9831,61,4,540.28,2161.1
7884,8379,94,1,479.66,479.66
7885,10082,45,1,507.14,507.14
7886,1005,11,2,545.92,1091.85
7887,4081,7,4,593.63,2374.52
7888,10186,38,4,378.62,1514.48
7889,4236,93,5,621.07,3105.38
7890,8746,12,3,187.52,562.55
7891,11167,68,5,103.13,515.64
7892,9971,3,4,257.3,1029.2
7893,6793,21,1,184.38,184.38
7894,10560,37,1,615.48,615.48
7895,7317,13,4,237.95,951.8
7896,4657,54,2,585.07,1170.14
7897,9577,59,4,277.98,1111.93
7898,2178,79,1,258.53,258.53
7899,3856,72,3,374.36,1123.09
7900,7184,62,5,542.6,2713.01
7901,7011,69,5,588.48,2942.38
7902,7749,51,1,153.49,153.49
7903,1134,92,3,655.59,1966.76
7904,3775,97,3,676.03,2028.1
7905,1330,73,5,403.41,2017.03
7906,5466,33,4,93.94,375.75
7907,6717,16,4,224.77,899.09
7908,8608,7,1,593.63,593.63
7909,11416,53,5,181.25,906.25
7910,5058,38,3,378.62,1135.86
7911,7394,45,4,507.14,2028.55
7912,1980,88,5,148.72,743.6
7913,2031,52,3,633.85,1901.55
7914,5734,77,2,208.62,417.24
7915,3088,70,1,354.95,354.95
7916,3989,53,2,181.25,362.5
7917,5770,9,5,636.87,3184.33
7918,9174,16,4,224.77,899.09
7919,5963,95,1,608.08,608.08
7920,6249,3,1,257.3,257.3
7921,4611,70,4,354.95,1419.81
7922,5348,82,5,463.39,2316.97
7923,4380,73,5,403.41,2017.03
7924,5833,66,5,678.42,3392.09
7925,10684,36,2,453.16,906.32
7926,2943,79,3,258.53,775.58
7927,6313,49,2,255.58,511.17
7928,7199,17,1,697.8,697.8
7929,9069,97,4,676.03,2704.13
7930,985,42,3,235.76,707.28
7931,9172,29,3,426.48,1279.45
7932,4497,14,4,447.52,1790.08
7933,3659,39,2,251.86,503.72
7934,6917,27,2,388.81,777.62
7935,3246,29,2,426.48,852.97
7936,11029,35,2,197.75,395.5
7937,11061,28,3,637.83,1913.49
7938,11224,81,4,334.21,1336.82
7939,356,13,2,237.95,475.9
7940,2198,60,1,611.43,611.43
7941,6546,79,5,258.53,1292.64
7942,9539,95,5,608.08,3040.39
7943,3918,72,5,374.36,1871.82
7944,3315,100,5,371.01,1855.04
7945,11399,55,4,456.18,1824.71
7946,2603,58,4,442.36,1769.44
7947,11087,16,2,224.77,449.54
7948,1627,49,2,255.58,511.17
7949,7952,55,4,456.18,1824.71
7950,4763,95,5,608.08,3040.39
7951,10501,26,2,478.7,957.39
7952,4955,24,5,362.95,1814.74
7953,2993,23,5,81.55,407.77
7954,10998,22,1,377.33,377.33
7955,1717,17,2,697.8,1395.6
7956,5215,34,1,401.43,401.43
7957,6203,34,2,401.43,802.85
7958,3553,31,5,356.75,1783.76
7959,6040,18,4,131.18,524.71
7960,956,46,5,510.28,2551.42
7961,8566,40,1,700.86,700.86
7962,9091,92,1,655.59,655.59
7963,6745,18,4,131.18,524.71
7964,5268,42,4,235.76,943.04
7965,8486,63,4,149.61,598.46
7966,4267,87,4,152.82,611.29
7967,4169,2,2,575.59,1151.18
7968,511,70,2,354.95,709.9
7969,785,4,2,529.53,1059.06
7970,11524,92,4,655.59,2622.35
7971,8172,82,3,463.39,1390.18
7972,5446,75,1,616.48,616.48
7973,323,51,2,153.49,306.98
7974,6908,20,2,673.87,1347.73
7975,6250,23,2,81.55,163.11
7976,545,10,1,361.51,361.51
7977,9838,25,5,124.64,623.22
7978,9218,21,1,184.38,184.38
7979,7370,99,5,453.88,2269.39
7980,5996,18,1,131.18,131.18
7981,1783,20,2,673.87,1347.73
7982,8840,96,4,649.68,2598.71
7983,6630,43,5,512.98,2564.89
7984,9121,7,4,593.63,2374.52
7985,848,41,2,277.64,555.28
7986,2949,30,3,172.82,518.45
7987,8162,31,4,356.75,1427.0
7988,4200,66,1,678.42,678.42
7989,1935,12,4,187.52,750.07
7990,11687,4,2,529.53,1059.06
7991,3338,89,4,279.32,1117.27
7992,1371,73,4,403.41,1613.62
7993,9370,99,4,453.88,1815.51
7994,8079,62,3,542.6,1627.81
7995,1567,76,5,116.19,580.96
7996,11756,79,2,258.53,517.06
7997,2534,1,5,163.76,818.78
7998,3497,63,4,149.61,598.46
7999,9432,33,5,93.94,469.69
8000,2782,94,4,479.66,1918.65
8001,2702,45,1,507.14,507.14
8002,8601,61,3,540.28,1620.83
8003,8448,64,5,479.66,2398.31
8004,9139,77,3,208.62,625.86
8005,219,75,3,616.48,1849.46
8006,5085,27,5,388.81,1944.04
8007,2560,76,1,116.19,116.19
8008,1867,42,1,235.76,235.76
8009,1614,21,5,184.38,921.88
8010,2946,58,3,442.36,1327.08
8011,1163,16,3,224.77,674.32
8012,2279,52,3,633.85,1901.55
8013,10575,99,1,453.88,453.88
8014,716,65,1,626.54,626.54
8015,6243,47,2,107.36,214.72
8016,9431,71,4,493.94,1975.76
8017,11900,59,1,277.98,277.98
8018,11120,54,5,585.07,2925.35
8019,3440,9,5,636.87,3184.33
8020,1360,27,3,388.81,1166.43
8021,8814,77,5,208.62,1043.09
8022,2615,33,1,93.94,93.94
8023,10254,12,2,187.52,375.04
8024,579,81,2,334.21,668.41
8025,9090,81,3,334.21,1002.62
8026,11921,25,2,124.64,249.29
8027,5954,77,5,208.62,1043.09
8028,6738,26,1,478.7,478.7
8029,1598,56,1,102.07,102.07
8030,6466,65,5,626.54,3132.7
8031,9914,52,4,633.85,2535.4
8032,2467,99,1,453.88,453.88
8033,4286,85,5,738.47,3692.35
8034,1350,65,4,626.54,2506.16
8035,10992,58,5,442.36,2211.79
8036,3900,20,3,673.87,2021.6
8037,9788,27,1,388.81,388.81
8038,8426,19,3,604.02,1812.06
8039,3422,91,1,382.35,382.35
8040,1803,78,3,630.73,1892.2
8041,4396,4,4,529.53,2118.11
8042,4419,8,3,345.11,1035.34
8043,2326,46,4,510.28,2041.14
8044,7874,42,3,235.76,707.28
8045,8929,74,5,295.26,1476.32
8046,5146,31,3,356.75,1070.25
8047,4339,54,4,585.07,2340.28
8048,309,89,3,279.32,837.95
8049,9459,22,1,377.33,377.33
8050,1715,68,3,103.13,309.38
8051,2380,59,4,277.98,1111.93
8052,7702,48,1,281.46,281.46
8053,9919,24,4,362.95,1451.8
8054,3580,22,3,377.33,1132.0
8055,10313,29,3,426.48,1279.45
8056,8602,80,2,184.19,368.39
8057,4492,70,5,354.95,1774.76
8058,11320,50,2,581.18,1162.36
8059,5935,98,4,350.07,1400.26
8060,8308,6,4,429.71,1718.84
8061,2638,37,3,615.48,1846.43
8062,7187,75,1,616.48,616.48
8063,2255,70,4,354.95,1419.81
8064,3889,76,3,116.19,348.58
8065,7462,83,1,187.85,187.85
8066,3227,1,2,163.76,327.51
8067,3622,17,3,697.8,2093.4
8068,11145,58,3,442.36,1327.08
8069,7629,33,4,93.94,375.75
8070,4637,96,3,649.68,1949.03
8071,4238,53,3,181.25,543.75
8072,9519,53,2,181.25,362.5
8073,11304,100,2,371.01,742.01
8074,2940,84,2,323.32,646.65
8075,8054,15,4,362.32,1449.29
8076,7513,52,3,633.85,1901.55
8077,7841,82,5,463.39,2316.97
8078,3374,84,1,323.32,323.32
8079,6467,57,5,589.69,2948.44
8080,10306,29,1,426.48,426.48
8081,4030,14,1,447.52,447.52
8082,6364,54,2,585.07,1170.14
8083,9958,88,2,148.72,297.44
8084,9937,57,5,589.69,2948.44
8085,6640,92,1,655.59,655.59
8086,5986,40,5,700.86,3504.29
8087,702,14,4,447.52,1790.08
8088,1407,7,1,593.63,593.63
8089,6427,39,2,251.86,503.72
8090,2311,60,4,611.43,2445.73
8091,3526,26,4,478.7,1914.79
8092,82,50,3,581.18,1743.53
8093,3462,29,2,426.48,852.97
8094,266,70,2,354.95,709.9
8095,4839,65,3,626.54,1879.62
8096,3193,83,3,187.85,563.54
8097,8304,76,5,116.19,580.96
8098,8956,51,4,153.49,613.96
8099,4245,48,1,281.46,281.46
8100,9322,20,3,673.87,2021.6
8101,6061,38,1,378.62,378.62
8102,7517,50,1,581.18,581.18
8103,6478,32,1,625.49,625.49
8104,7608,43,1,512.98,512.98
8105,3319,27,1,388.81,388.81
8106,8183,96,4,649.68,2598.71
8107,11738,31,2,356.75,713.5
8108,6784,74,2,295.26,590.53
8109,11365,89,1,279.32,279.32
8110,5073,13,2,237.95,475.9
8111,9737,69,1,588.48,588.48
8112,8748,43,4,512.98,2051.91
8113,1392,87,3,152.82,458.46
8114,3188,39,5,251.86,1259.31
8115,8007,16,5,224.77,1123.86
8116,8429,8,2,345.11,690.22
8117,5459,81,3,334.21,1002.62
8118,6568,19,2,604.02,1208.04
8119,3940,66,5,678.42,3392.09
8120,10322,88,1,148.72,148.72
8121,4986,56,1,102.07,102.07
8122,5919,75,3,616.48,1849.46
8123,4652,29,4,426.48,1705.93
8124,3034,32,4,625.49,2501.95
8125,10262,64,4,479.66,1918.65
8126,11701,71,3,493.94,1481.82
8127,11743,15,1,362.32,362.32
8128,1357,99,1,453.88,453.88
8129,11034,32,1,625.49,625.49
8130,9782,8,3,345.11,1035.34
8131,4187,1,2,163.76,327.51
8132,7944,75,2,616.48,1232.97
8133,3271,1,1,163.76,163.76
8134,9030,72,4,374.36,1497.46
8135,1092,73,3,403.41,1210.22
8136,8435,21,4,184.38,737.5
8137,2529,87,5,152.82,764.11
8138,10068,58,1,442.36,442.36
8139,9815,48,3,281.46,844.38
8140,7706,40,5,700.86,3504.29
8141,4021,90,5,702.3,3511.51
8142,7149,32,3,625.49,1876.46
8143,175,21,4,184.38,737.5
8144,4142,93,3,621.07,1863.22
8145,4226,22,5,377.33,1886.67
8146,10221,47,5,107.36,536.8
8147,10930,93,4,621.07,2484.3
8148,3812,99,4,453.88,1815.51
8149,7197,32,1,625.49,625.49
8150,4090,26,2,478.7,957.39
8151,11149,30,2,172.82,345.64
8152,7445,74,1,295.26,295.26
8153,7954,41,2,277.64,555.28
8154,1711,95,3,608.08,1824.23
8155,3374,12,2,187.52,375.04
8156,9874,87,2,152.82,305.64
8157,5001,5,4,451.11,1804.43
8158,2824,97,1,676.03,676.03
8159,8851,99,2,453.88,907.76
8160,435,77,1,208.62,208.62
8161,1730,51,3,153.49,460.47
8162,8809,21,1,184.38,184.38
8163,8760,49,2,255.58,511.17
8164,9966,2,3,575.59,1726.77
8165,4174,1,3,163.76,491.26
8166,8163,77,1,208.62,208.62
8167,11355,81,2,334.21,668.41
8168,8878,19,2,604.02,1208.04
8169,6246,53,4,181.25,725.0
8170,1541,35,4,197.75,791.0
8171,8394,15,2,362.32,724.65
8172,2565,8,4,345.11,1380.45
8173,11584,42,4,235.76,943.04
8174,7839,38,4,378.62,1514.48
8175,5774,18,1,131.18,131.18
8176,2075,84,4,323.32,1293.29
8177,597,1,1,163.76,163.76
8178,4107,38,3,378.62,1135.86
8179,3775,36,4,453.16,1812.64
8180,10519,74,1,295.26,295.26
8181,590,52,2,633.85,1267.7
8182,2795,94,3,479.66,1438.99
8183,5021,52,4,633.85,2535.4
8184,6091,90,3,702.3,2106.9
8185,10887,31,1,356.75,356.75
8186,7488,52,1,633.85,633.85
8187,9242,2,2,575.59,1151.18
8188,10309,99,5,453.88,2269.39
8189,747,70,1,354.95,354.95
8190,7361,53,2,181.25,362.5
8191,10897,37,1,615.48,615.48
8192,5212,28,1,637.83,637.83
8193,10331,49,3,255.58,766.75
8194,10726,58,5,442.36,2211.79
8195,9362,99,1,453.88,453.88
8196,9208,76,4,116.19,464.77
8197,4169,17,2,697.8,1395.6
8198,11938,6,4,429.71,1718.84
8199,121,11,4,545.92,2183.7
8200,1118,61,4,540.28,2161.1
8201,8471,63,5,149.61,748.07
8202,10386,78,2,630.73,1261.46
8203,8471,75,4,616.48,2465.94
8204,5944,57,1,589.69,589.69
8205,2413,84,4,323.32,1293.29
8206,11941,75,4,616.48,2465.94
8207,4331,72,2,374.36,748.73
8208,7648,34,3,401.43,1204.28
8209,6289,100,5,371.01,1855.04
8210,4357,17,3,697.8,2093.4
8211,9404,10,5,361.51,1807.54
8212,6885,29,2,426.48,852.97
8213,9019,38,1,378.62,378.62
8214,9312,66,2,678.42,1356.84
8215,8612,58,2,442.36,884.72
8216,5283,23,5,81.55,407.77
8217,9024,26,2,478.7,957.39
8218,3405,75,4,616.48,2465.94
8219,1221,57,3,589.69,1769.07
8220,11953,16,1,224.77,224.77
8221,5684,46,5,510.28,2551.42
8222,3192,12,5,187.52,937.59
8223,1146,73,2,403.41,806.81
8224,258,68,4,103.13,412.51
8225,9790,74,1,295.26,295.26
8226,11490,65,2,626.54,1253.08
8227,1001,47,3,107.36,322.08
8228,4454,35,2,197.75,395.5
8229,3803,93,1,621.07,621.07
8230,3601,6,2,429.71,859.42
8231,761,81,5,334.21,1671.03
8232,10337,25,2,124.64,249.29
8233,9326,95,1,608.08,608.08
8234,10295,47,1,107.36,107.36
8235,6516,89,2,279.32,558.64
8236,9948,39,1,251.86,251.86
8237,7252,19,1,604.02,604.02
8238,10381,61,2,540.28,1080.55
8239,11626,100,2,371.01,742.01
8240,5986,17,3,697.8,2093.4
8241,5758,8,2,345.11,690.22
8242,5133,35,5,197.75,988.75
8243,28,18,3,131.18,393.53
8244,1898,91,4,382.35,1529.41
8245,4275,53,5,181.25,906.25
8246,11129,26,4,478.7,1914.79
8247,10847,3,5,257.3,1286.5
8248,1393,39,5,251.86,1259.31
8249,1137,16,5,224.77,1123.86
8250,3158,15,5,362.32,1811.62
8251,10460,75,1,616.48,616.48
8252,4555,36,2,453.16,906.32
8253,4576,97,2,676.03,1352.06
8254,3372,5,4,451.11,1804.43
8255,9732,83,1,187.85,187.85
8256,9611,47,1,107.36,107.36
8257,10788,74,3,295.26,885.79
8258,9880,96,3,649.68,1949.03
8259,413,78,5,630.73,3153.66
8260,2232,56,1,102.07,102.07
8261,8612,23,2,81.55,163.11
8262,5168,63,1,149.61,149.61
8263,9220,75,5,616.48,3082.42
8264,992,21,1,184.38,184.38
8265,2683,80,4,184.19,736.78
8266,10393,22,1,377.33,377.33
8267,8636,27,3,388.81,1166.43
8268,6391,25,3,124.64,373.93
8269,4800,92,4,655.59,2622.35
8270,1452,64,2,479.66,959.32
8271,8844,53,3,181.25,543.75
8272,3458,84,3,323.32,969.97
8273,1130,3,1,257.3,257.3
8274,4611,88,3,148.72,446.16
8275,10790,21,5,184.38,921.88
8276,2830,77,5,208.62,1043.09
8277,6508,45,2,507.14,1014.28
8278,3498,34,3,401.43,1204.28
8279,2868,46,2,510.28,1020.57
8280,8192,3,2,257.3,514.6
8281,8168,39,1,251.86,251.86
8282,3380,4,4,529.53,2118.11
8283,9311,52,3,633.85,1901.55
8284,7722,82,2,463.39,926.79
8285,1336,17,4,697.8,2791.2
8286,11336,81,5,334.21,1671.03
8287,10955,17,1,697.8,697.8
8288,5586,79,4,258.53,1034.11
8289,8326,4,2,529.53,1059.06
8290,434,71,1,493.94,493.94
8291,7188,70,3,354.95,1064.86
8292,6141,66,1,678.42,678.42
8293,4194,95,2,608.08,1216.16
8294,6052,19,1,604.02,604.02
8295,8249,14,2,447.52,895.04
8296,8958,71,2,493.94,987.88
8297,355,80,4,184.19,736.78
8298,6321,56,4,102.07,408.28
8299,9920,68,1,103.13,103.13
8300,10562,59,3,277.98,833.95
8301,5015,48,5,281.46,1407.3
8302,5286,29,5,426.48,2132.42
8303,11727,82,4,463.39,1853.57
8304,9319,87,4,152.82,611.29
8305,4588,60,4,611.43,2445.73
8306,4893,29,3,426.48,1279.45
8307,7655,95,4,608.08,2432.31
8308,2756,95,1,608.08,608.08
8309,4080,81,1,334.21,334.21
8310,10901,58,3,442.36,1327.08
8311,3879,23,1,81.55,81.55
8312,10333,29,3,426.48,1279.45
8313,4336,99,5,453.88,2269.39
8314,4716,73,5,403.41,2017.03
8315,9218,23,3,81.55,244.66
8316,5090,47,4,107.36,429.44
8317,2979,93,5,621.07,3105.38
8318,8196,98,5,350.07,1750.33
8319,1895,30,5,172.82,864.09
8320,5619,49,2,255.58,511.17
8321,8358,92,3,655.59,1966.76
8322,1370,27,5,388.81,1944.04
8323,5466,96,3,649.68,1949.03
8324,9659,47,2,107.36,214.72
8325,266,36,3,453.16,1359.48
8326,11837,95,2,608.08,1216.16
8327,10794,25,4,124.64,498.58
8328,3944,10,2,361.51,723.02
8329,3423,42,5,235.76,1178.8
8330,2094,27,2,388.81,777.62
8331,10064,66,3,678.42,2035.26
8332,8157,78,2,630.73,1261.46
8333,11248,42,5,235.76,1178.8
8334,11769,13,2,237.95,475.9
8335,4719,59,3,277.98,833.95
8336,8633,5,4,451.11,1804.43
8337,4543,38,4,378.62,1514.48
8338,3145,93,2,621.07,1242.15
8339,7169,86,4,632.95,2531.82
8340,2699,47,2,107.36,214.72
8341,1126,35,2,197.75,395.5
8342,7730,71,4,493.94,1975.76
8343,1013,42,5,235.76,1178.8
8344,4652,94,3,479.66,1438.99
8345,8669,2,1,575.59,575.59
8346,9839,33,4,93.94,375.75
8347,315,50,5,581.18,2905.89
8348,109,21,3,184.38,553.13
8349,8745,12,1,187.52,187.52
8350,2747,11,5,545.92,2729.62
8351,5697,76,2,116.19,232.39
8352,6006,30,5,172.82,864.09
8353,7820,100,4,371.01,1484.03
8354,9150,60,5,611.43,3057.16
8355,6518,44,2,744.58,1489.17
8356,3682,97,5,676.03,3380.16
8357,2819,18,2,131.18,262.35
8358,6460,44,2,744.58,1489.17
8359,1627,8,4,345.11,1380.45
8360,7793,79,1,258.53,258.53
8361,8384,76,3,116.19,348.58
8362,10470,80,5,184.19,920.97
8363,5479,89,5,279.32,1396.59
8364,37,96,1,649.68,649.68
8365,4478,20,2,673.87,1347.73
8366,10266,18,5,131.18,655.88
8367,4090,50,3,581.18,1743.53
8368,4119,91,3,382.35,1147.06
8369,11759,23,3,81.55,244.66
8370,10002,16,1,224.77,224.77
8371,11111,8,1,345.11,345.11
8372,5585,97,4,676.03,2704.13
8373,4151,94,3,479.66,1438.99
8374,2589,63,4,149.61,598.46
8375,2247,30,4,172.82,691.27
8376,3556,66,2,678.42,1356.84
8377,6772,26,3,478.7,1436.09
8378,11559,58,3,442.36,1327.08
8379,46,96,5,649.68,3248.38
8380,8033,36,5,453.16,2265.79
8381,3487,26,3,478.7,1436.09
8382,2516,47,2,107.36,214.72
8383,4515,25,3,124.64,373.93
8384,1733,16,1,224.77,224.77
8385,4022,76,1,116.19,116.19
8386,3554,79,2,258.53,517.06
8387,10142,10,5,361.51,1807.54
8388,3416,22,4,377.33,1509.34
8389,628,90,4,702.3,2809.21
8390,230,19,2,604.02,1208.04
8391,3283,48,2,281.46,562.92
8392,174,73,3,403.41,1210.22
8393,5001,25,2,124.64,249.29
8394,4924,59,5,277.98,1389.92
8395,11121,56,2,102.07,204.14
8396,5531,1,4,163.76,655.02
8397,10501,60,2,611.43,1222.87
8398,9412,43,4,512.98,2051.91
8399,7427,98,5,350.07,1750.33
8400,4665,34,4,401.43,1605.7
8401,2486,48,1,281.46,281.46
8402,7063,63,3,149.61,448.84
8403,5550,22,5,377.33,1886.67
8404,1602,16,3,224.77,674.32
8405,9110,60,3,611.43,1834.3
8406,10058,73,5,403.41,2017.03
8407,6176,88,3,148.72,446.16
8408,5657,89,3,279.32,837.95
8409,9051,4,2,529.53,1059.06
8410,1793,26,4,478.7,1914.79
8411,9937,88,1,148.72,148.72
8412,472,12,4,187.52,750.07
8413,7495,54,5,585.07,2925.35
8414,11215,12,5,187.52,937.59
8415,1580,5,5,451.11,2255.54
8416,2029,38,2,378.62,757.24
8417,1418,17,4,697.8,2791.2
8418,4757,89,2,279.32,558.64
8419,4937,3,3,257.3,771.9
8420,8715,52,5,633.85,3169.24
8421,2149,67,2,385.66,771.33
8422,10254,90,5,702.3,3511.51
8423,10348,29,5,426.48,2132.42
8424,8403,39,2,251.86,503.72
8425,11639,28,1,637.83,637.83
8426,3159,89,2,279.32,558.64
8427,8277,17,4,697.8,2791.2
8428,2251,65,5,626.54,3132.7
8429,7185,32,5,625.49,3127.44
8430,9027,37,5,615.48,3077.38
8431,11746,18,5,131.18,655.88
8432,3075,32,5,625.49,3127.44
8433,7969,85,3,738.47,2215.41
8434,5422,84,3,323.32,969.97
8435,7915,81,4,334.21,1336.82
8436,4112,10,4,361.51,1446.03
8437,1079,23,1,81.55,81.55
8438,11812,22,5,377.33,1886.67
8439,11743,39,5,251.86,1259.31
8440,3502,4,5,529.53,2647.64
8441,11250,38,4,378.62,1514.48
8442,6549,3,3,257.3,771.9
8443,8583,40,3,700.86,2102.58
8444,7421,53,1,181.25,181.25
8445,9546,4,3,529.53,1588.59
8446,4275,92,3,655.59,1966.76
8447,11073,23,2,81.55,163.11
8448,9276,31,4,356.75,1427.0
8449,7401,37,5,615.48,3077.38
8450,4048,30,4,172.82,691.27
8451,5843,7,3,593.63,1780.89
8452,454,28,2,637.83,1275.66
8453,5746,32,2,625.49,1250.98
8454,4414,6,2,429.71,859.42
8455,9813,11,2,545.92,1091.85
8456,6007,68,1,103.13,103.13
8457,2049,50,1,581.18,581.18
8458,6571,41,5,277.64,1388.21
8459,3497,19,4,604.02,2416.08
8460,9517,31,5,356.75,1783.76
8461,3529,91,4,382.35,1529.41
8462,7379,3,4,257.3,1029.2
8463,9322,17,4,697.8,2791.2
8464,302,60,1,611.43,611.43
8465,5242,58,5,442.36,2211.79
8466,284,44,4,744.58,2978.33
8467,8973,89,4,279.32,1117.27
8468,10360,57,1,589.69,589.69
8469,5381,10,2,361.51,723.02
8470,4398,83,4,187.85,751.39
8471,11625,74,2,295.26,590.53
8472,7139,62,3,542.6,1627.81
8473,11626,17,5,697.8,3489.0
8474,7175,65,2,626.54,1253.08
8475,11535,1,4,163.76,655.02
8476,3787,24,1,362.95,362.95
8477,642,66,5,678.42,3392.09
8478,10453,55,5,456.18,2280.88
8479,1752,15,3,362.32,1086.97
8480,7031,11,4,545.92,2183.7
8481,9102,59,3,277.98,833.95
8482,9595,68,3,103.13,309.38
8483,612,11,3,545.92,1637.78
8484,2985,99,4,453.88,1815.51
8485,3902,44,3,744.58,2233.75
8486,7351,11,3,545.92,1637.78
8487,8128,30,3,172.82,518.45
8488,3485,38,1,378.62,378.62
8489,6503,65,3,626.54,1879.62
8490,1394,95,2,608.08,1216.16
8491,6866,78,3,630.73,1892.2
8492,5306,2,1,575.59,575.59
8493,8141,84,3,323.32,969.97
8494,8714,83,3,187.85,563.54
8495,8511,47,5,107.36,536.8
8496,8156,21,2,184.38,368.75
8497,6159,21,5,184.38,921.88
8498,10380,55,3,456.18,1368.53
8499,5828,39,3,251.86,755.59
8500,9213,87,2,152.82,305.64
8501,7634,19,4,604.02,2416.08
8502,7157,94,5,479.66,2398.31
8503,4800,69,5,588.48,2942.38
8504,6291,34,4,401.43,1605.7
8505,11378,25,2,124.64,249.29
8506,2609,5,5,451.11,2255.54
8507,8933,33,1,93.94,93.94
8508,10676,25,5,124.64,623.22
8509,139,53,5,181.25,906.25
8510,9525,70,1,354.95,354.95
8511,3121,82,2,463.39,926.79
8512,11689,74,5,295.26,1476.32
8513,8076,43,2,512.98,1025.96
8514,8916,38,3,378.62,1135.86
8515,5829,39,5,251.86,1259.31
8516,11820,61,3,540.28,1620.83
8517,11326,91,3,382.35,1147.06
8518,10256,50,4,581.18,2324.71
8519,5086,61,1,540.28,540.28
8520,2149,86,1,632.95,632.95
8521,9450,99,3,453.88,1361.63
8522,11772,77,3,208.62,625.86
8523,5405,100,4,371.01,1484.03
8524,6898,21,3,184.38,553.13
8525,3962,49,4,255.58,1022.33
8526,6956,55,2,456.18,912.35
8527,7359,55,3,456.18,1368.53
8528,10531,22,5,377.33,1886.67
8529,3965,83,3,187.85,563.54
8530,2853,21,3,184.38,553.13
8531,10920,8,5,345.11,1725.56
8532,4162,69,5,588.48,2942.38
8533,2113,63,1,149.61,149.61
8534,10626,66,1,678.42,678.42
8535,10306,35,5,197.75,988.75
8536,6862,13,5,237.95,1189.75
8537,1782,99,5,453.88,2269.39
8538,11927,4,2,529.53,1059.06
8539,3391,22,3,377.33,1132.0
8540,3936,73,4,403.41,1613.62
8541,3317,66,3,678.42,2035.26
8542,3155,52,5,633.85,3169.24
8543,6787,94,2,479.66,959.32
8544,11049,55,1,456.18,456.18
