order_id,customer_id,order_date,salary_period,festival_sale,order_year,order_month,order_quarter,is_salary_period,is_festival_sale
2633,759,2025-05-02,True,False,2025,5,2,Salary Week,Regular Sale
2634,3823,2025-03-02,False,False,2025,3,1,Regular Week,Regular Sale
2635,3032,2025-11-07,False,True,2025,11,4,Regular Week,Festival Sale
2636,4363,2025-03-12,True,True,2025,3,1,Salary Week,Festival Sale
2637,4820,2025-06-09,False,False,2025,6,2,Regular Week,Regular Sale
2638,2903,2025-03-31,True,True,2025,3,1,Salary Week,Festival Sale
2639,3850,2025-08-12,True,True,2025,8,3,Salary Week,Festival Sale
2640,4365,2025-12-24,True,False,2025,12,4,Salary Week,Regular Sale
2641,1356,2025-06-26,False,False,2025,6,2,Regular Week,Regular Sale
2642,69,2025-04-09,False,True,2025,4,2,Regular Week,Festival Sale
2643,3441,2025-03-27,False,False,2025,3,1,Regular Week,Regular Sale
2644,1164,2025-01-16,True,False,2025,1,1,Salary Week,Regular Sale
2645,177,2025-09-27,False,True,2025,9,3,Regular Week,Festival Sale
2646,1338,2025-08-23,True,True,2025,8,3,Salary Week,Festival Sale
2647,1793,2025-05-22,True,True,2025,5,2,Salary Week,Festival Sale
2648,2649,2025-11-16,True,True,2025,11,4,Salary Week,Festival Sale
2649,4272,2025-01-16,True,False,2025,1,1,Salary Week,Regular Sale
2650,4554,2025-07-08,False,False,2025,7,3,Regular Week,Regular Sale
2651,833,2025-11-28,False,False,2025,11,4,Regular Week,Regular Sale
2652,1102,2025-01-29,False,True,2025,1,1,Regular Week,Festival Sale
2653,150,2025-04-17,True,True,2025,4,2,Salary Week,Festival Sale
2654,1945,2025-03-13,False,False,2025,3,1,Regular Week,Regular Sale
2655,3743,2025-11-30,False,True,2025,11,4,Regular Week,Festival Sale
2656,1802,2025-01-23,False,True,2025,1,1,Regular Week,Festival Sale
2657,2308,2025-12-07,True,False,2025,12,4,Salary Week,Regular Sale
2658,1074,2025-01-28,False,True,2025,1,1,Regular Week,Festival Sale
2659,1819,2025-06-24,True,False,2025,6,2,Salary Week,Regular Sale
2660,1402,2025-03-05,True,False,2025,3,1,Salary Week,Regular Sale
2661,1175,2025-08-10,True,False,2025,8,3,Salary Week,Regular Sale
2662,4054,2025-01-06,True,True,2025,1,1,Salary Week,Festival Sale
2663,1266,2025-12-30,True,True,2025,12,4,Salary Week,Festival Sale
2664,1651,2025-06-07,False,True,2025,6,2,Regular Week,Festival Sale
2665,4676,2025-06-21,False,True,2025,6,2,Regular Week,Festival Sale
2666,981,2025-01-22,False,True,2025,1,1,Regular Week,Festival Sale
2667,2580,2025-03-03,False,False,2025,3,1,Regular Week,Regular Sale
2668,1632,2025-11-04,False,True,2025,11,4,Regular Week,Festival Sale
2669,3323,2025-12-11,True,False,2025,12,4,Salary Week,Regular Sale
2670,3018,2025-01-11,False,True,2025,1,1,Regular Week,Festival Sale
2671,4847,2025-02-21,True,False,2025,2,1,Salary Week,Regular Sale
2672,2313,2025-07-26,False,True,2025,7,3,Regular Week,Festival Sale
2673,490,2025-12-06,False,False,2025,12,4,Regular Week,Regular Sale
2674,2878,2025-11-18,False,True,2025,11,4,Regular Week,Festival Sale
2675,569,2025-05-26,False,True,2025,5,2,Regular Week,Festival Sale
2676,1514,2025-10-27,False,False,2025,10,4,Regular Week,Regular Sale
2677,4915,2025-02-13,True,False,2025,2,1,Salary Week,Regular Sale
2678,4971,2025-06-08,True,False,2025,6,2,Salary Week,Regular Sale
2679,2499,2025-04-01,False,True,2025,4,2,Regular Week,Festival Sale
2680,4175,2025-12-03,True,False,2025,12,4,Salary Week,Regular Sale
2681,2990,2025-12-10,True,True,2025,12,4,Salary Week,Festival Sale
2682,2761,2025-02-04,False,True,2025,2,1,Regular Week,Festival Sale
2683,2257,2025-01-22,False,True,2025,1,1,Regular Week,Festival Sale
2684,3882,2025-12-25,True,False,2025,12,4,Salary Week,Regular Sale
2685,3452,2025-02-09,True,False,2025,2,1,Salary Week,Regular Sale
2686,2624,2025-06-24,True,True,2025,6,2,Salary Week,Festival Sale
2687,3027,2025-01-12,True,True,2025,1,1,Salary Week,Festival Sale
2688,2298,2025-03-22,True,False,2025,3,1,Salary Week,Regular Sale
2689,1631,2025-04-18,True,True,2025,4,2,Salary Week,Festival Sale
2690,3730,2025-04-12,False,True,2025,4,2,Regular Week,Festival Sale
2691,4889,2025-01-27,False,False,2025,1,1,Regular Week,Regular Sale
2692,1854,2025-12-26,False,True,2025,12,4,Regular Week,Festival Sale
2693,4739,2025-09-14,False,False,2025,9,3,Regular Week,Regular Sale
2694,3482,2025-01-23,False,True,2025,1,1,Regular Week,Festival Sale
2695,1652,2025-03-12,False,False,2025,3,1,Regular Week,Regular Sale
2696,4651,2025-09-25,False,False,2025,9,3,Regular Week,Regular Sale
2697,3974,2025-03-06,False,True,2025,3,1,Regular Week,Festival Sale
2698,1881,2025-12-17,True,False,2025,12,4,Salary Week,Regular Sale
2699,513,2025-07-11,False,False,2025,7,3,Regular Week,Regular Sale
2700,1807,2025-04-08,True,False,2025,4,2,Salary Week,Regular Sale
2701,1101,2025-08-12,True,True,2025,8,3,Salary Week,Festival Sale
2702,301,2025-07-03,True,False,2025,7,3,Salary Week,Regular Sale
2703,562,2025-07-28,False,True,2025,7,3,Regular Week,Festival Sale
2704,3117,2025-03-08,False,True,2025,3,1,Regular Week,Festival Sale
2705,3242,2025-01-22,True,False,2025,1,1,Salary Week,Regular Sale
2706,4387,2025-03-13,False,False,2025,3,1,Regular Week,Regular Sale
2707,3733,2025-02-09,False,False,2025,2,1,Regular Week,Regular Sale
2708,4966,2025-10-15,False,False,2025,10,4,Regular Week,Regular Sale
2709,3972,2025-05-09,True,True,2025,5,2,Salary Week,Festival Sale
2710,2721,2025-09-27,False,True,2025,9,3,Regular Week,Festival Sale
2711,817,2025-11-29,False,True,2025,11,4,Regular Week,Festival Sale
2712,1669,2025-03-13,False,True,2025,3,1,Regular Week,Festival Sale
2713,4289,2025-04-06,False,False,2025,4,2,Regular Week,Regular Sale
2714,3621,2025-07-27,True,False,2025,7,3,Salary Week,Regular Sale
2715,944,2025-07-05,False,True,2025,7,3,Regular Week,Festival Sale
2716,4469,2025-05-07,False,False,2025,5,2,Regular Week,Regular Sale
2717,4622,2025-10-28,False,False,2025,10,4,Regular Week,Regular Sale
2718,2977,2025-10-07,False,True,2025,10,4,Regular Week,Festival Sale
2719,2806,2025-12-07,True,True,2025,12,4,Salary Week,Festival Sale
2720,4916,2025-01-17,True,False,2025,1,1,Salary Week,Regular Sale
2721,2837,2025-01-07,True,False,2025,1,1,Salary Week,Regular Sale
2722,1065,2025-09-21,False,False,2025,9,3,Regular Week,Regular Sale
2723,4680,2025-02-01,False,True,2025,2,1,Regular Week,Festival Sale
2724,3228,2025-05-08,False,False,2025,5,2,Regular Week,Regular Sale
2725,2429,2025-07-21,True,False,2025,7,3,Salary Week,Regular Sale
2726,1732,2025-02-16,False,True,2025,2,1,Regular Week,Festival Sale
2727,1010,2025-01-29,False,True,2025,1,1,Regular Week,Festival Sale
2728,4853,2025-11-23,True,True,2025,11,4,Salary Week,Festival Sale
2729,782,2025-06-18,True,True,2025,6,2,Salary Week,Festival Sale
2730,3769,2026-01-05,True,True,2026,1,1,Salary Week,Festival Sale
2731,2731,2025-03-09,True,True,2025,3,1,Salary Week,Festival Sale
2732,3473,2025-03-18,False,False,2025,3,1,Regular Week,Regular Sale
2733,2305,2025-05-12,False,True,2025,5,2,Regular Week,Festival Sale
2734,3591,2025-05-30,False,True,2025,5,2,Regular Week,Festival Sale
2735,2556,2025-10-13,False,True,2025,10,4,Regular Week,Festival Sale
2736,2680,2025-06-12,False,True,2025,6,2,Regular Week,Festival Sale
2737,3268,2025-11-30,True,True,2025,11,4,Salary Week,Festival Sale
2738,3607,2025-08-10,True,False,2025,8,3,Salary Week,Regular Sale
2739,274,2025-10-29,True,False,2025,10,4,Salary Week,Regular Sale
2740,4541,2025-10-09,False,False,2025,10,4,Regular Week,Regular Sale
2741,4533,2025-10-02,True,True,2025,10,4,Salary Week,Festival Sale
2742,608,2025-10-24,True,True,2025,10,4,Salary Week,Festival Sale
2743,3151,2025-06-09,True,False,2025,6,2,Salary Week,Regular Sale
2744,1464,2025-01-24,False,False,2025,1,1,Regular Week,Regular Sale
2745,2467,2025-12-23,True,False,2025,12,4,Salary Week,Regular Sale
2746,1811,2025-06-13,False,True,2025,6,2,Regular Week,Festival Sale
2747,3167,2025-08-12,True,True,2025,8,3,Salary Week,Festival Sale
2748,1371,2025-11-18,True,True,2025,11,4,Salary Week,Festival Sale
2749,685,2025-05-14,False,True,2025,5,2,Regular Week,Festival Sale
2750,1139,2025-01-09,True,True,2025,1,1,Salary Week,Festival Sale
2751,2374,2025-01-19,False,False,2025,1,1,Regular Week,Regular Sale
2752,372,2025-02-21,False,False,2025,2,1,Regular Week,Regular Sale
2753,4640,2025-09-04,True,False,2025,9,3,Salary Week,Regular Sale
2754,2114,2025-07-23,False,True,2025,7,3,Regular Week,Festival Sale
2755,780,2025-01-13,False,False,2025,1,1,Regular Week,Regular Sale
2756,933,2025-06-04,True,True,2025,6,2,Salary Week,Festival Sale
2757,4353,2025-08-06,False,True,2025,8,3,Regular Week,Festival Sale
2758,2246,2025-07-25,True,False,2025,7,3,Salary Week,Regular Sale
2759,4401,2025-12-13,True,False,2025,12,4,Salary Week,Regular Sale
2760,1767,2025-03-26,False,True,2025,3,1,Regular Week,Festival Sale
2761,2789,2025-09-01,True,False,2025,9,3,Salary Week,Regular Sale
2762,1633,2025-04-03,True,False,2025,4,2,Salary Week,Regular Sale
2763,4745,2025-07-18,True,True,2025,7,3,Salary Week,Festival Sale
2764,1559,2025-03-04,False,False,2025,3,1,Regular Week,Regular Sale
2765,1971,2025-02-05,False,False,2025,2,1,Regular Week,Regular Sale
2766,209,2025-01-06,False,True,2025,1,1,Regular Week,Festival Sale
2767,1347,2025-06-28,False,False,2025,6,2,Regular Week,Regular Sale
2768,1456,2025-03-07,True,False,2025,3,1,Salary Week,Regular Sale
2769,570,2025-04-13,True,True,2025,4,2,Salary Week,Festival Sale
2770,2256,2025-12-06,True,False,2025,12,4,Salary Week,Regular Sale
2771,1050,2025-10-11,False,True,2025,10,4,Regular Week,Festival Sale
2772,4073,2025-11-05,True,True,2025,11,4,Salary Week,Festival Sale
2773,355,2025-07-14,False,False,2025,7,3,Regular Week,Regular Sale
2774,1536,2025-01-13,False,True,2025,1,1,Regular Week,Festival Sale
2775,3908,2025-10-18,True,True,2025,10,4,Salary Week,Festival Sale
2776,3755,2025-06-04,False,True,2025,6,2,Regular Week,Festival Sale
2777,185,2026-01-02,False,False,2026,1,1,Regular Week,Regular Sale
2778,952,2025-03-01,False,False,2025,3,1,Regular Week,Regular Sale
2779,1197,2025-06-14,True,False,2025,6,2,Salary Week,Regular Sale
2780,3987,2025-10-12,True,True,2025,10,4,Salary Week,Festival Sale
2781,3345,2025-06-07,False,True,2025,6,2,Regular Week,Festival Sale
2782,1425,2025-11-11,False,True,2025,11,4,Regular Week,Festival Sale
2783,3855,2025-03-15,False,True,2025,3,1,Regular Week,Festival Sale
2784,1903,2025-04-08,False,False,2025,4,2,Regular Week,Regular Sale
2785,596,2025-08-10,True,False,2025,8,3,Salary Week,Regular Sale
2786,4905,2025-10-29,False,False,2025,10,4,Regular Week,Regular Sale
2787,4547,2025-08-17,True,False,2025,8,3,Salary Week,Regular Sale
2788,486,2025-02-08,False,True,2025,2,1,Regular Week,Festival Sale
2789,2993,2025-02-06,False,True,2025,2,1,Regular Week,Festival Sale
2790,273,2025-03-18,True,False,2025,3,1,Salary Week,Regular Sale
2791,3844,2025-01-09,False,False,2025,1,1,Regular Week,Regular Sale
2792,4557,2025-07-16,False,True,2025,7,3,Regular Week,Festival Sale
2793,3223,2025-03-08,False,False,2025,3,1,Regular Week,Regular Sale
2794,4723,2025-12-25,True,False,2025,12,4,Salary Week,Regular Sale
2795,2953,2025-09-16,False,True,2025,9,3,Regular Week,Festival Sale
2796,45,2025-12-18,True,False,2025,12,4,Salary Week,Regular Sale
2797,1208,2025-12-16,False,True,2025,12,4,Regular Week,Festival Sale
2798,2309,2025-05-15,True,True,2025,5,2,Salary Week,Festival Sale
2799,4057,2025-05-17,False,True,2025,5,2,Regular Week,Festival Sale
2800,178,2025-03-19,True,False,2025,3,1,Salary Week,Regular Sale
2801,985,2025-01-27,True,False,2025,1,1,Salary Week,Regular Sale
2802,1044,2025-04-14,True,False,2025,4,2,Salary Week,Regular Sale
2803,4795,2025-02-10,True,True,2025,2,1,Salary Week,Festival Sale
2804,80,2025-06-27,True,False,2025,6,2,Salary Week,Regular Sale
2805,2264,2025-06-10,True,True,2025,6,2,Salary Week,Festival Sale
2806,3528,2025-11-02,True,False,2025,11,4,Salary Week,Regular Sale
2807,3785,2025-02-11,False,True,2025,2,1,Regular Week,Festival Sale
2808,269,2025-12-31,False,False,2025,12,4,Regular Week,Regular Sale
2809,4245,2025-02-25,True,True,2025,2,1,Salary Week,Festival Sale
2810,4406,2025-05-30,False,False,2025,5,2,Regular Week,Regular Sale
2811,3525,2025-11-01,True,True,2025,11,4,Salary Week,Festival Sale
2812,974,2025-10-14,False,False,2025,10,4,Regular Week,Regular Sale
2813,805,2025-10-31,False,False,2025,10,4,Regular Week,Regular Sale
2814,2586,2025-03-26,False,False,2025,3,1,Regular Week,Regular Sale
2815,3621,2025-03-03,True,True,2025,3,1,Salary Week,Festival Sale
2816,2009,2025-01-06,True,False,2025,1,1,Salary Week,Regular Sale
2817,511,2025-07-29,False,True,2025,7,3,Regular Week,Festival Sale
2818,4240,2025-02-20,True,False,2025,2,1,Salary Week,Regular Sale
2819,306,2025-10-26,False,True,2025,10,4,Regular Week,Festival Sale
2820,817,2025-07-14,False,False,2025,7,3,Regular Week,Regular Sale
2821,3375,2025-10-14,False,False,2025,10,4,Regular Week,Regular Sale
2822,4920,2025-04-26,False,True,2025,4,2,Regular Week,Festival Sale
2823,3348,2025-09-05,True,False,2025,9,3,Salary Week,Regular Sale
2824,4480,2025-08-26,False,True,2025,8,3,Regular Week,Festival Sale
2825,747,2025-12-22,True,False,2025,12,4,Salary Week,Regular Sale
2826,2553,2025-05-04,False,True,2025,5,2,Regular Week,Festival Sale
2827,415,2025-06-28,False,True,2025,6,2,Regular Week,Festival Sale
2828,2004,2025-11-18,True,False,2025,11,4,Salary Week,Regular Sale
2829,1987,2025-11-01,False,False,2025,11,4,Regular Week,Regular Sale
2830,289,2025-02-03,False,False,2025,2,1,Regular Week,Regular Sale
2831,4606,2025-11-24,False,False,2025,11,4,Regular Week,Regular Sale
2832,359,2025-10-24,False,False,2025,10,4,Regular Week,Regular Sale
2833,3182,2025-04-19,True,True,2025,4,2,Salary Week,Festival Sale
2834,4871,2025-08-21,False,True,2025,8,3,Regular Week,Festival Sale
2835,4575,2025-10-08,False,True,2025,10,4,Regular Week,Festival Sale
2836,2118,2025-07-01,False,True,2025,7,3,Regular Week,Festival Sale
2837,2477,2025-01-11,False,True,2025,1,1,Regular Week,Festival Sale
2838,516,2025-09-24,False,False,2025,9,3,Regular Week,Regular Sale
2839,3982,2025-09-27,True,False,2025,9,3,Salary Week,Regular Sale
2840,3166,2025-04-10,False,False,2025,4,2,Regular Week,Regular Sale
2841,1260,2025-09-29,True,True,2025,9,3,Salary Week,Festival Sale
2842,4046,2025-11-14,False,True,2025,11,4,Regular Week,Festival Sale
2843,3456,2025-09-01,False,False,2025,9,3,Regular Week,Regular Sale
2844,1178,2025-10-17,False,True,2025,10,4,Regular Week,Festival Sale
2845,3728,2025-02-10,False,False,2025,2,1,Regular Week,Regular Sale
2846,4745,2025-01-11,False,False,2025,1,1,Regular Week,Regular Sale
2847,2841,2025-11-26,False,True,2025,11,4,Regular Week,Festival Sale
2848,3639,2025-11-28,True,True,2025,11,4,Salary Week,Festival Sale
2849,1920,2025-06-20,False,True,2025,6,2,Regular Week,Festival Sale
2850,920,2025-12-01,True,False,2025,12,4,Salary Week,Regular Sale
2851,858,2025-02-08,False,False,2025,2,1,Regular Week,Regular Sale
2852,2994,2025-05-21,False,True,2025,5,2,Regular Week,Festival Sale
2853,2086,2025-08-11,True,False,2025,8,3,Salary Week,Regular Sale
2854,4153,2025-10-18,False,False,2025,10,4,Regular Week,Regular Sale
2855,3615,2025-02-23,True,True,2025,2,1,Salary Week,Festival Sale
2856,4686,2025-07-09,True,False,2025,7,3,Salary Week,Regular Sale
2857,721,2025-12-10,False,True,2025,12,4,Regular Week,Festival Sale
2858,3013,2025-07-10,False,True,2025,7,3,Regular Week,Festival Sale
2859,875,2025-03-11,True,True,2025,3,1,Salary Week,Festival Sale
2860,2466,2025-12-20,False,False,2025,12,4,Regular Week,Regular Sale
2861,685,2025-08-06,True,False,2025,8,3,Salary Week,Regular Sale
2862,3979,2025-08-28,True,True,2025,8,3,Salary Week,Festival Sale
2863,1173,2025-08-24,False,False,2025,8,3,Regular Week,Regular Sale
2864,2757,2025-10-10,False,False,2025,10,4,Regular Week,Regular Sale
2865,4850,2025-08-10,True,True,2025,8,3,Salary Week,Festival Sale
2866,3305,2025-07-31,False,True,2025,7,3,Regular Week,Festival Sale
2867,3051,2025-04-24,True,True,2025,4,2,Salary Week,Festival Sale
2868,2165,2025-05-19,True,False,2025,5,2,Salary Week,Regular Sale
2869,1801,2025-09-21,False,False,2025,9,3,Regular Week,Regular Sale
2870,635,2025-08-17,False,False,2025,8,3,Regular Week,Regular Sale
2871,4277,2025-05-26,True,False,2025,5,2,Salary Week,Regular Sale
2872,401,2025-03-19,False,True,2025,3,1,Regular Week,Festival Sale
2873,3892,2025-05-04,True,True,2025,5,2,Salary Week,Festival Sale
2874,2781,2025-03-09,True,False,2025,3,1,Salary Week,Regular Sale
2875,163,2025-09-09,True,True,2025,9,3,Salary Week,Festival Sale
2876,4701,2025-01-10,True,True,2025,1,1,Salary Week,Festival Sale
2877,2678,2025-11-28,False,False,2025,11,4,Regular Week,Regular Sale
2878,3545,2025-09-22,True,False,2025,9,3,Salary Week,Regular Sale
2879,158,2025-12-13,False,False,2025,12,4,Regular Week,Regular Sale
2880,4840,2025-12-09,False,False,2025,12,4,Regular Week,Regular Sale
2881,767,2025-04-13,False,True,2025,4,2,Regular Week,Festival Sale
2882,2455,2025-08-22,False,True,2025,8,3,Regular Week,Festival Sale
2883,3364,2025-06-03,False,True,2025,6,2,Regular Week,Festival Sale
2884,439,2026-01-01,True,True,2026,1,1,Salary Week,Festival Sale
2885,819,2025-01-20,False,False,2025,1,1,Regular Week,Regular Sale
2886,2665,2025-09-13,False,False,2025,9,3,Regular Week,Regular Sale
2887,342,2025-05-24,False,True,2025,5,2,Regular Week,Festival Sale
2888,2417,2025-02-10,True,True,2025,2,1,Salary Week,Festival Sale
2889,773,2025-01-08,False,False,2025,1,1,Regular Week,Regular Sale
2890,3508,2025-11-08,True,True,2025,11,4,Salary Week,Festival Sale
2891,3162,2025-07-02,True,True,2025,7,3,Salary Week,Festival Sale
2892,3116,2025-08-08,True,True,2025,8,3,Salary Week,Festival Sale
2893,2774,2025-07-29,True,False,2025,7,3,Salary Week,Regular Sale
2894,643,2025-12-13,False,True,2025,12,4,Regular Week,Festival Sale
2895,4257,2025-04-09,True,True,2025,4,2,Salary Week,Festival Sale
2896,3778,2025-10-28,True,True,2025,10,4,Salary Week,Festival Sale
2897,1276,2025-10-12,True,True,2025,10,4,Salary Week,Festival Sale
2898,846,2025-07-10,True,True,2025,7,3,Salary Week,Festival Sale
2899,671,2025-11-01,False,True,2025,11,4,Regular Week,Festival Sale
2900,2646,2025-12-29,False,False,2025,12,4,Regular Week,Regular Sale
2901,2858,2025-04-29,True,False,2025,4,2,Salary Week,Regular Sale
2902,2625,2025-11-17,True,False,2025,11,4,Salary Week,Regular Sale
2903,2636,2025-08-05,False,False,2025,8,3,Regular Week,Regular Sale
2904,4045,2025-02-09,True,False,2025,2,1,Salary Week,Regular Sale
2905,3604,2025-11-04,True,True,2025,11,4,Salary Week,Festival Sale
2906,804,2025-09-24,False,True,2025,9,3,Regular Week,Festival Sale
2907,1566,2025-08-08,False,False,2025,8,3,Regular Week,Regular Sale
2908,1734,2025-10-24,False,False,2025,10,4,Regular Week,Regular Sale
2909,661,2025-09-24,True,True,2025,9,3,Salary Week,Festival Sale
2910,3447,2025-12-10,True,True,2025,12,4,Salary Week,Festival Sale
2911,3379,2025-11-04,False,True,2025,11,4,Regular Week,Festival Sale
2912,2707,2025-01-28,False,False,2025,1,1,Regular Week,Regular Sale
2913,1016,2025-06-13,True,False,2025,6,2,Salary Week,Regular Sale
2914,355,2025-06-13,False,False,2025,6,2,Regular Week,Regular Sale
2915,3192,2026-01-02,True,False,2026,1,1,Salary Week,Regular Sale
2916,1042,2025-03-07,False,True,2025,3,1,Regular Week,Festival Sale
2917,2829,2025-05-13,True,False,2025,5,2,Salary Week,Regular Sale
2918,2118,2025-04-12,True,True,2025,4,2,Salary Week,Festival Sale
2919,922,2025-05-12,False,False,2025,5,2,Regular Week,Regular Sale
2920,4193,2025-10-31,False,True,2025,10,4,Regular Week,Festival Sale
2921,2624,2025-02-25,False,True,2025,2,1,Regular Week,Festival Sale
2922,4468,2025-12-27,False,True,2025,12,4,Regular Week,Festival Sale
2923,2785,2025-06-15,True,True,2025,6,2,Salary Week,Festival Sale
2924,4774,2025-07-22,True,False,2025,7,3,Salary Week,Regular Sale
2925,2559,2025-02-24,True,False,2025,2,1,Salary Week,Regular Sale
2926,1247,2025-01-07,False,True,2025,1,1,Regular Week,Festival Sale
2927,3784,2025-06-03,True,False,2025,6,2,Salary Week,Regular Sale
2928,4975,2025-12-03,False,True,2025,12,4,Regular Week,Festival Sale
2929,726,2025-06-21,True,False,2025,6,2,Salary Week,Regular Sale
2930,2957,2025-07-30,False,False,2025,7,3,Regular Week,Regular Sale
2931,1278,2025-12-16,False,False,2025,12,4,Regular Week,Regular Sale
2932,2375,2025-03-30,False,True,2025,3,1,Regular Week,Festival Sale
2933,4658,2025-09-14,False,True,2025,9,3,Regular Week,Festival Sale
2934,1653,2025-12-26,True,False,2025,12,4,Salary Week,Regular Sale
2935,4760,2025-08-14,False,True,2025,8,3,Regular Week,Festival Sale
2936,569,2025-12-21,True,True,2025,12,4,Salary Week,Festival Sale
2937,4595,2025-03-17,False,False,2025,3,1,Regular Week,Regular Sale
2938,3006,2025-06-29,False,False,2025,6,2,Regular Week,Regular Sale
2939,950,2025-10-12,True,True,2025,10,4,Salary Week,Festival Sale
2940,801,2025-05-03,False,False,2025,5,2,Regular Week,Regular Sale
2941,4937,2025-03-16,True,True,2025,3,1,Salary Week,Festival Sale
2942,908,2025-03-21,False,False,2025,3,1,Regular Week,Regular Sale
2943,4888,2026-01-05,True,True,2026,1,1,Salary Week,Festival Sale
2944,4721,2025-03-13,True,True,2025,3,1,Salary Week,Festival Sale
2945,2602,2025-10-26,True,False,2025,10,4,Salary Week,Regular Sale
2946,4406,2025-10-27,True,True,2025,10,4,Salary Week,Festival Sale
2947,2706,2025-04-21,True,True,2025,4,2,Salary Week,Festival Sale
2948,3063,2025-05-29,True,True,2025,5,2,Salary Week,Festival Sale
2949,3189,2025-03-17,False,False,2025,3,1,Regular Week,Regular Sale
2950,3203,2025-08-09,True,True,2025,8,3,Salary Week,Festival Sale
2951,250,2025-04-22,False,True,2025,4,2,Regular Week,Festival Sale
2952,3800,2025-12-01,True,False,2025,12,4,Salary Week,Regular Sale
2953,3334,2025-08-02,True,True,2025,8,3,Salary Week,Festival Sale
2954,2178,2025-10-20,False,False,2025,10,4,Regular Week,Regular Sale
2955,2513,2025-02-17,False,True,2025,2,1,Regular Week,Festival Sale
2956,2358,2025-11-18,True,False,2025,11,4,Salary Week,Regular Sale
2957,2598,2025-05-22,False,False,2025,5,2,Regular Week,Regular Sale
2958,2066,2025-12-03,True,True,2025,12,4,Salary Week,Festival Sale
2959,2222,2025-06-06,True,False,2025,6,2,Salary Week,Regular Sale
2960,2560,2025-09-18,True,False,2025,9,3,Salary Week,Regular Sale
2961,2971,2025-10-09,True,True,2025,10,4,Salary Week,Festival Sale
2962,370,2025-10-23,True,True,2025,10,4,Salary Week,Festival Sale
2963,3980,2025-12-05,True,True,2025,12,4,Salary Week,Festival Sale
2964,210,2025-07-22,False,True,2025,7,3,Regular Week,Festival Sale
2965,1137,2025-08-04,True,False,2025,8,3,Salary Week,Regular Sale
2966,2132,2025-01-29,True,False,2025,1,1,Salary Week,Regular Sale
2967,432,2025-06-11,True,False,2025,6,2,Salary Week,Regular Sale
2968,4408,2025-01-16,False,True,2025,1,1,Regular Week,Festival Sale
2969,2593,2025-01-20,True,True,2025,1,1,Salary Week,Festival Sale
2970,3247,2025-08-31,True,False,2025,8,3,Salary Week,Regular Sale
2971,4919,2025-03-14,False,True,2025,3,1,Regular Week,Festival Sale
2972,1729,2025-10-22,False,False,2025,10,4,Regular Week,Regular Sale
2973,4780,2025-11-03,True,True,2025,11,4,Salary Week,Festival Sale
2974,1066,2025-07-18,False,False,2025,7,3,Regular Week,Regular Sale
2975,3350,2025-08-07,False,True,2025,8,3,Regular Week,Festival Sale
2976,2805,2025-05-02,False,False,2025,5,2,Regular Week,Regular Sale
2977,1830,2025-10-09,False,True,2025,10,4,Regular Week,Festival Sale
2978,4742,2025-01-30,True,True,2025,1,1,Salary Week,Festival Sale
2979,3011,2025-10-17,False,False,2025,10,4,Regular Week,Regular Sale
2980,2012,2025-08-29,False,True,2025,8,3,Regular Week,Festival Sale
2981,1374,2025-07-22,True,False,2025,7,3,Salary Week,Regular Sale
2982,3387,2025-08-12,False,True,2025,8,3,Regular Week,Festival Sale
2983,946,2025-03-16,True,False,2025,3,1,Salary Week,Regular Sale
2984,4182,2025-12-11,True,False,2025,12,4,Salary Week,Regular Sale
2985,966,2025-12-15,True,True,2025,12,4,Salary Week,Festival Sale
2986,991,2025-09-24,False,True,2025,9,3,Regular Week,Festival Sale
2987,3736,2025-05-12,True,False,2025,5,2,Salary Week,Regular Sale
2988,3345,2025-11-20,True,True,2025,11,4,Salary Week,Festival Sale
2989,1301,2025-03-29,False,True,2025,3,1,Regular Week,Festival Sale
2990,1945,2025-12-16,False,False,2025,12,4,Regular Week,Regular Sale
2991,2779,2025-07-19,False,True,2025,7,3,Regular Week,Festival Sale
2992,4015,2025-09-08,False,False,2025,9,3,Regular Week,Regular Sale
2993,3095,2025-09-18,False,True,2025,9,3,Regular Week,Festival Sale
2994,3097,2025-08-29,False,False,2025,8,3,Regular Week,Regular Sale
2995,1051,2025-04-25,False,True,2025,4,2,Regular Week,Festival Sale
2996,3818,2025-04-16,True,False,2025,4,2,Salary Week,Regular Sale
2997,1851,2025-11-18,True,True,2025,11,4,Salary Week,Festival Sale
2998,4175,2025-01-18,False,True,2025,1,1,Regular Week,Festival Sale
2999,1110,2025-12-11,False,True,2025,12,4,Regular Week,Festival Sale
3000,2219,2025-09-18,False,False,2025,9,3,Regular Week,Regular Sale
3001,436,2025-11-08,True,False,2025,11,4,Salary Week,Regular Sale
3002,1223,2025-09-08,False,True,2025,9,3,Regular Week,Festival Sale
3003,359,2025-04-15,False,False,2025,4,2,Regular Week,Regular Sale
3004,2926,2025-09-05,True,False,2025,9,3,Salary Week,Regular Sale
3005,27,2025-06-16,True,True,2025,6,2,Salary Week,Festival Sale
3006,1977,2025-12-16,False,True,2025,12,4,Regular Week,Festival Sale
3007,1247,2025-01-08,False,False,2025,1,1,Regular Week,Regular Sale
3008,4716,2025-07-18,True,False,2025,7,3,Salary Week,Regular Sale
3009,4940,2025-11-01,False,True,2025,11,4,Regular Week,Festival Sale
3010,1479,2025-05-23,False,True,2025,5,2,Regular Week,Festival Sale
3011,3311,2025-02-16,False,True,2025,2,1,Regular Week,Festival Sale
