Order_ID,Order_Date,Year,District,Category,Product_Type,Experiment_Group,Sale_Type,Quantity,Unit_Price,Product_Cost,Delivery_Cost,Revenue,Total_Cost,Gross_Profit,Order_Status,Refund_Amount,Net_Profit,Profit_Flag,Month,Month_Name,Quarter,Year_Month,Profit_Margin_Percent
4657,2025-10-10 23:55:45.585865884,2025,Karachi Central,Mens Apparel,Existing Product,B,Regular Days,4,347.6,291.83,110.72601835108011,1390.41,309.13,1081.28,Refunded,1390.41,-309.13,Loss,10,October,4,2025-10,-22.23
4658,2025-10-11 01:23:17.077615424,2025,Karachi Central,Womens Apparel,Existing Product,B,Regular Days,4,174.97,214.65,128.8530531402595,699.89,234.78,465.11,Accepted,0.0,465.11,Profit,10,October,4,2025-10,66.45
4659,2025-10-11 02:50:48.569364968,2025,Keamari,Footwear,Existing Product,B,Festival Sale,2,237.77,285.27,110.90149558437302,475.55,302.59,172.96,Accepted,0.0,172.96,Profit,10,October,4,2025-10,36.37
4660,2025-10-11 04:18:20.061114508,2025,Karachi Central,Footwear,Existing Product,B,Regular Days,3,202.31,194.81,125.9677045783272,606.94,214.49,392.44,Refunded,606.94,-214.49,Loss,10,October,4,2025-10,-35.34
4661,2025-10-11 05:45:51.552864048,2025,Karachi Central,Womens Apparel,Existing Product,B,Regular Days,2,454.46,361.82,113.07492382773098,908.92,379.48,529.44,Accepted,0.0,529.44,Profit,10,October,4,2025-10,58.25
4662,2025-10-11 07:13:23.044613592,2025,Korangi,Accessories,New Product,A,Festival Sale,1,292.92,328.23,117.11929180772134,292.92,346.53,-53.6,Accepted,0.0,-53.6,Loss,10,October,4,2025-10,-18.3
4663,2025-10-11 08:40:54.536363132,2025,Karachi East,Footwear,New Product,A,Festival Sale,4,304.48,268.86,119.72154911604478,1217.93,287.57,930.37,Accepted,0.0,930.37,Profit,10,October,4,2025-10,76.39
4664,2025-10-11 10:08:26.028112676,2025,Keamari,Accessories,Existing Product,B,Festival Sale,1,333.7,296.83,126.05352546369468,333.7,316.52,17.18,Accepted,0.0,17.18,Profit,10,October,4,2025-10,5.15
4665,2025-10-11 11:35:57.519862216,2025,Malir,Womens Apparel,Existing Product,B,Regular Days,2,248.24,391.03,111.1543650507522,496.48,408.4,88.09,Accepted,0.0,88.09,Profit,10,October,4,2025-10,17.74
4666,2025-10-11 13:03:29.011611760,2025,Keamari,Footwear,Existing Product,B,Festival Sale,1,323.07,268.71,111.3277068190454,323.07,286.1,36.97,Accepted,0.0,36.97,Profit,10,October,4,2025-10,11.44
4667,2025-10-11 14:31:00.503361300,2025,Karachi Central,Mens Apparel,New Product,B,Festival Sale,1,130.76,329.48,119.7822547205871,130.76,348.19,-217.43,Accepted,0.0,-217.43,Loss,10,October,4,2025-10,-166.28
4668,2025-10-11 15:58:31.995110840,2025,Malir,Footwear,New Product,B,Regular Days,1,232.31,283.71,107.74429807770348,232.31,300.54,-68.23,Accepted,0.0,-68.23,Loss,10,October,4,2025-10,-29.37
4669,2025-10-11 17:26:03.486860384,2025,Karachi Central,Footwear,Existing Product,B,Regular Days,3,214.03,223.4,135.0031356722343,642.09,244.49,397.59,Refunded,642.09,-244.49,Loss,10,October,4,2025-10,-38.08
4670,2025-10-11 18:53:34.978609924,2025,Malir,Womens Apparel,New Product,A,Regular Days,4,462.27,351.35,139.4506047427815,1849.08,373.14,1475.95,Accepted,0.0,1475.95,Profit,10,October,4,2025-10,79.82
4671,2025-10-11 20:21:06.470359468,2025,Karachi West,Mens Apparel,New Product,A,Festival Sale,4,448.05,317.92,118.224399339737,1792.22,336.39,1455.83,Accepted,0.0,1455.83,Profit,10,October,4,2025-10,81.23
4672,2025-10-11 21:48:37.962109008,2025,Malir,Footwear,New Product,B,Festival Sale,3,436.34,333.54,117.83359797780147,1309.01,351.95,957.06,Accepted,0.0,957.06,Profit,10,October,4,2025-10,73.11
4673,2025-10-11 23:16:09.453858548,2025,Malir,Footwear,Existing Product,A,Festival Sale,4,406.19,351.98,108.4384323187598,1624.74,368.92,1255.83,Accepted,0.0,1255.83,Profit,10,October,4,2025-10,77.29
4674,2025-10-12 00:43:40.945608092,2025,Karachi West,Accessories,New Product,A,Festival Sale,3,402.75,159.97,116.33704051944711,1208.25,178.15,1030.1,Accepted,0.0,1030.1,Profit,10,October,4,2025-10,85.26
4675,2025-10-12 02:11:12.437357632,2025,Malir,Mens Apparel,Existing Product,B,Festival Sale,1,270.43,320.89,128.75901269646462,270.43,341.0,-70.58,Accepted,0.0,-70.58,Loss,10,October,4,2025-10,-26.1
4676,2025-10-12 03:38:43.929107176,2025,Malir,Mens Apparel,New Product,A,Festival Sale,3,186.69,403.53,118.40495053907864,560.07,422.03,138.04,Accepted,0.0,138.04,Profit,10,October,4,2025-10,24.65
4677,2025-10-12 05:06:15.420856716,2025,Keamari,Accessories,New Product,A,Regular Days,4,338.38,273.55,102.1073816368613,1353.54,289.5,1064.03,Accepted,0.0,1064.03,Profit,10,October,4,2025-10,78.61
4678,2025-10-12 06:33:46.912606256,2025,Karachi East,Womens Apparel,New Product,A,Regular Days,1,409.47,356.04,116.5710459001643,409.47,374.25,35.22,Accepted,0.0,35.22,Profit,10,October,4,2025-10,8.6
4679,2025-10-12 08:01:18.404355800,2025,Karachi East,Mens Apparel,Existing Product,B,Regular Days,4,335.88,380.25,107.13088636403894,1343.54,396.99,946.55,Accepted,0.0,946.55,Profit,10,October,4,2025-10,70.45
4680,2025-10-12 09:28:49.896105340,2025,Karachi Central,Womens Apparel,Existing Product,A,Regular Days,4,220.28,303.08,126.9252810897455,881.11,322.91,558.2,Accepted,0.0,558.2,Profit,10,October,4,2025-10,63.35
4681,2025-10-12 10:56:21.387854884,2025,Malir,Womens Apparel,Existing Product,B,Festival Sale,3,149.51,331.35,113.456019534811,448.52,349.08,99.44,Accepted,0.0,99.44,Profit,10,October,4,2025-10,22.17
4682,2025-10-12 12:23:52.879604424,2025,Karachi East,Womens Apparel,New Product,A,Regular Days,2,360.41,330.1,127.13279337440191,720.82,349.97,370.86,Refunded,720.82,-349.97,Loss,10,October,4,2025-10,-48.55
4683,2025-10-12 13:51:24.371353964,2025,Karachi East,Footwear,New Product,A,Regular Days,1,369.63,270.43,100.07537623865782,369.63,286.06,83.57,Accepted,0.0,83.57,Profit,10,October,4,2025-10,22.61
4684,2025-10-12 15:18:55.863103508,2025,Karachi Central,Mens Apparel,Existing Product,A,Festival Sale,3,308.08,159.97,115.58984188822475,924.23,178.03,746.2,Accepted,0.0,746.2,Profit,10,October,4,2025-10,80.74
4685,2025-10-12 16:46:27.354853048,2025,Korangi,Accessories,Existing Product,A,Festival Sale,3,305.11,396.5,104.30149502076516,915.32,412.79,502.53,Accepted,0.0,502.53,Profit,10,October,4,2025-10,54.9
4686,2025-10-12 18:13:58.846602592,2025,Karachi South,Womens Apparel,Existing Product,B,Festival Sale,3,207.0,302.92,121.78879888238215,621.0,321.95,299.05,Accepted,0.0,299.05,Profit,10,October,4,2025-10,48.16
4687,2025-10-12 19:41:30.338352132,2025,Keamari,Footwear,New Product,B,Regular Days,2,222.78,366.35,133.28707659631488,445.55,387.17,58.38,Accepted,0.0,58.38,Profit,10,October,4,2025-10,13.1
4688,2025-10-12 21:09:01.830101676,2025,Karachi West,Mens Apparel,New Product,A,Festival Sale,3,400.41,249.18,114.65712057201054,1201.22,267.09,934.12,Accepted,0.0,934.12,Profit,10,October,4,2025-10,77.76
4689,2025-10-12 22:36:33.321851216,2025,Keamari,Womens Apparel,New Product,A,Regular Days,3,372.13,380.72,119.49340726858512,1116.39,399.39,717.0,Accepted,0.0,717.0,Profit,10,October,4,2025-10,64.22
4690,2025-10-13 00:04:04.813600756,2025,Karachi West,Accessories,Existing Product,B,Regular Days,3,304.01,322.92,135.72885033153682,912.04,344.12,567.92,Accepted,0.0,567.92,Profit,10,October,4,2025-10,62.27
4691,2025-10-13 01:31:36.305350300,2025,Korangi,Mens Apparel,New Product,A,Festival Sale,1,369.94,171.38,102.4688447734061,369.94,187.39,182.55,Accepted,0.0,182.55,Profit,10,October,4,2025-10,49.35
4692,2025-10-13 02:59:07.797099840,2025,Keamari,Accessories,Existing Product,A,Regular Days,3,265.11,335.1,124.41866652331282,795.34,354.54,440.8,Accepted,0.0,440.8,Profit,10,October,4,2025-10,55.42
4693,2025-10-13 04:26:39.288849384,2025,Karachi Central,Accessories,New Product,B,Regular Days,3,392.44,192.63,120.66088393005217,1177.31,211.48,965.84,Accepted,0.0,965.84,Profit,10,October,4,2025-10,82.04
4694,2025-10-13 05:54:10.780598924,2025,Malir,Accessories,Existing Product,B,Festival Sale,1,387.28,345.73,100.83221799541695,387.28,361.48,25.8,Accepted,0.0,25.8,Profit,10,October,4,2025-10,6.66
4695,2025-10-13 07:21:42.272348464,2025,Malir,Womens Apparel,Existing Product,B,Regular Days,3,225.9,383.53,134.60612819383556,677.71,404.56,273.14,Accepted,0.0,273.14,Profit,10,October,4,2025-10,40.3
4696,2025-10-13 08:49:13.764098008,2025,Malir,Accessories,New Product,A,Festival Sale,4,231.84,157.48,123.7744604115864,927.35,176.81,750.54,Accepted,0.0,750.54,Profit,10,October,4,2025-10,80.93
4697,2025-10-13 10:16:45.255847548,2025,Korangi,Footwear,New Product,A,Festival Sale,1,257.3,347.91,112.80740400859588,257.3,365.54,-108.23,Refunded,257.3,-365.54,Loss,10,October,4,2025-10,-142.07
4698,2025-10-13 11:44:16.747597092,2025,Malir,Mens Apparel,Existing Product,B,Regular Days,1,378.53,157.01,114.2957447215346,378.53,174.86,203.67,Refunded,378.53,-174.86,Loss,10,October,4,2025-10,-46.19
4699,2025-10-13 13:11:48.239346632,2025,Korangi,Womens Apparel,New Product,A,Festival Sale,2,418.22,197.0,104.56256697625544,836.43,213.34,623.1,Accepted,0.0,623.1,Profit,10,October,4,2025-10,74.5
4700,2025-10-13 14:39:19.731096172,2025,Keamari,Womens Apparel,New Product,A,Festival Sale,2,300.42,347.91,122.2377260406806,600.84,367.01,233.83,Accepted,0.0,233.83,Profit,10,October,4,2025-10,38.92
4701,2025-10-13 16:06:51.222845716,2025,Korangi,Mens Apparel,Existing Product,A,Regular Days,1,377.6,253.24,115.96018015390334,377.6,271.36,106.24,Accepted,0.0,106.24,Profit,10,October,4,2025-10,28.14
4702,2025-10-13 17:34:22.714595256,2025,Karachi Central,Mens Apparel,Existing Product,B,Festival Sale,1,176.69,344.32,127.69314235879392,176.69,364.27,-187.58,Accepted,0.0,-187.58,Loss,10,October,4,2025-10,-106.16
4703,2025-10-13 19:01:54.206344800,2025,Karachi Central,Footwear,Existing Product,A,Festival Sale,4,276.21,326.98,139.36860168989404,1104.83,348.75,756.07,Accepted,0.0,756.07,Profit,10,October,4,2025-10,68.43
4704,2025-10-13 20:29:25.698094340,2025,Keamari,Footwear,Existing Product,B,Regular Days,3,382.44,183.72,107.53019846798146,1147.32,200.52,946.8,Accepted,0.0,946.8,Profit,10,October,4,2025-10,82.52
4705,2025-10-13 21:56:57.189843884,2025,Karachi East,Mens Apparel,Existing Product,A,Regular Days,2,161.07,153.73,136.31374801336108,322.14,175.02,147.12,Accepted,0.0,147.12,Profit,10,October,4,2025-10,45.67
4706,2025-10-13 23:24:28.681593424,2025,Karachi East,Accessories,Existing Product,B,Festival Sale,2,426.65,376.19,126.04677613198592,853.3,395.88,457.42,Accepted,0.0,457.42,Profit,10,October,4,2025-10,53.61
4707,2025-10-14 00:52:00.173342964,2025,Keamari,Accessories,New Product,B,Festival Sale,2,169.19,385.72,129.25612873409548,338.38,405.91,-67.53,Accepted,0.0,-67.53,Loss,10,October,4,2025-10,-19.96
4708,2025-10-14 02:19:31.665092508,2025,Karachi Central,Footwear,New Product,B,Regular Days,2,370.88,358.22,131.3039089359251,741.76,378.74,363.02,Accepted,0.0,363.02,Profit,10,October,4,2025-10,48.94
4709,2025-10-14 03:47:03.156842048,2025,Karachi West,Footwear,New Product,A,Regular Days,1,355.57,347.45,112.88239763860336,355.57,365.08,-9.51,Accepted,0.0,-9.51,Loss,10,October,4,2025-10,-2.67
4710,2025-10-14 05:14:34.648591592,2025,Malir,Womens Apparel,New Product,B,Regular Days,3,393.84,145.29,110.7086670911236,1181.53,162.59,1018.95,Accepted,0.0,1018.95,Profit,10,October,4,2025-10,86.24
4711,2025-10-14 06:42:06.140341132,2025,Korangi,Accessories,New Product,B,Festival Sale,3,321.82,171.54,123.32010116110597,965.47,190.8,774.67,Accepted,0.0,774.67,Profit,10,October,4,2025-10,80.24
4712,2025-10-14 08:09:37.632090672,2025,Korangi,Accessories,Existing Product,A,Festival Sale,2,302.45,214.65,100.04083113655123,604.9,230.28,374.62,Accepted,0.0,374.62,Profit,10,October,4,2025-10,61.93
4713,2025-10-14 09:37:09.123840216,2025,Keamari,Womens Apparel,New Product,B,Festival Sale,2,250.27,180.6,106.62267567513192,500.55,197.25,303.29,Refunded,500.55,-197.25,Loss,10,October,4,2025-10,-39.41
4714,2025-10-14 11:04:40.615589756,2025,Karachi Central,Womens Apparel,Existing Product,A,Regular Days,1,422.28,243.56,113.74320893773684,422.28,261.32,160.95,Accepted,0.0,160.95,Profit,10,October,4,2025-10,38.11
4715,2025-10-14 12:32:12.107339300,2025,Karachi West,Footwear,New Product,A,Regular Days,3,219.81,255.9,134.515984004812,659.43,276.91,382.52,Refunded,659.43,-276.91,Loss,10,October,4,2025-10,-41.99
4716,2025-10-14 13:59:43.599088840,2025,Karachi Central,Footwear,New Product,A,Festival Sale,1,183.25,223.71,127.7001612277245,183.25,243.66,-60.41,Refunded,183.25,-243.66,Loss,10,October,4,2025-10,-132.97
4717,2025-10-14 15:27:15.090838380,2025,Karachi West,Womens Apparel,Existing Product,A,Regular Days,1,210.12,144.04,132.2741309914514,210.12,164.7,45.42,Accepted,0.0,45.42,Profit,10,October,4,2025-10,21.62
4718,2025-10-14 16:54:46.582587924,2025,Karachi Central,Footwear,Existing Product,A,Regular Days,1,175.6,318.86,138.94874983067723,175.6,340.56,-164.97,Accepted,0.0,-164.97,Loss,10,October,4,2025-10,-93.95
4719,2025-10-14 18:22:18.074337464,2025,Karachi West,Mens Apparel,Existing Product,A,Regular Days,1,456.65,356.66,124.81932977513758,456.65,376.16,80.48,Accepted,0.0,80.48,Profit,10,October,4,2025-10,17.62
4720,2025-10-14 19:49:49.566087008,2025,Karachi Central,Mens Apparel,Existing Product,A,Regular Days,4,298.08,229.81,105.39056587756028,1192.31,246.27,946.04,Accepted,0.0,946.04,Profit,10,October,4,2025-10,79.35
4721,2025-10-14 21:17:21.057836548,2025,Karachi West,Mens Apparel,Existing Product,A,Regular Days,1,420.56,168.72,110.26314731117664,420.56,185.95,234.61,Accepted,0.0,234.61,Profit,10,October,4,2025-10,55.79
4722,2025-10-14 22:44:52.549586092,2025,Malir,Womens Apparel,Existing Product,A,Regular Days,2,411.97,387.91,112.6243661983102,823.93,405.5,418.43,Refunded,823.93,-405.5,Loss,10,October,4,2025-10,-49.22
4723,2025-10-15 00:12:24.041335632,2025,Karachi Central,Accessories,New Product,B,Regular Days,4,241.84,226.06,110.25785525622896,967.35,243.28,724.06,Accepted,0.0,724.06,Profit,10,October,4,2025-10,74.85
4724,2025-10-15 01:39:55.533085172,2025,Karachi South,Footwear,New Product,A,Regular Days,1,409.94,245.43,124.10604124146778,409.94,264.82,145.12,Accepted,0.0,145.12,Profit,10,October,4,2025-10,35.4
4725,2025-10-15 03:07:27.024834716,2025,Karachi Central,Womens Apparel,New Product,A,Regular Days,4,203.56,143.1,137.49401643329085,814.25,164.58,649.66,Refunded,814.25,-164.58,Loss,10,October,4,2025-10,-20.21
4726,2025-10-15 04:34:58.516584256,2025,Karachi South,Footwear,New Product,A,Regular Days,1,401.03,280.74,123.9624519746789,401.03,300.1,100.93,Accepted,0.0,100.93,Profit,10,October,4,2025-10,25.17
4727,2025-10-15 06:02:30.008333800,2025,Karachi West,Mens Apparel,Existing Product,A,Regular Days,3,289.8,339.32,111.23760960616188,869.39,356.7,512.69,Accepted,0.0,512.69,Profit,10,October,4,2025-10,58.97
4728,2025-10-15 07:30:01.500083340,2025,Karachi West,Footwear,Existing Product,A,Regular Days,2,369.47,218.4,135.98292336232782,738.95,239.65,499.3,Accepted,0.0,499.3,Profit,10,October,4,2025-10,67.57
4729,2025-10-15 08:57:32.991832880,2025,Korangi,Mens Apparel,New Product,B,Festival Sale,2,283.24,164.82,113.04748118199556,566.47,182.48,383.99,Refunded,566.47,-182.48,Loss,10,October,4,2025-10,-32.21
4730,2025-10-15 10:25:04.483582424,2025,Karachi Central,Footwear,Existing Product,B,Festival Sale,3,186.85,297.14,102.17524078433782,560.54,313.1,247.43,Accepted,0.0,247.43,Profit,10,October,4,2025-10,44.14
4731,2025-10-15 11:52:35.975331964,2025,Karachi South,Accessories,New Product,A,Festival Sale,4,367.44,374.63,115.462152953485,1469.77,392.67,1077.1,Refunded,1469.77,-392.67,Loss,10,October,4,2025-10,-26.72
4732,2025-10-15 13:20:07.467081508,2025,Karachi East,Footwear,Existing Product,A,Regular Days,1,366.66,228.4,120.74452520685878,366.66,247.26,119.4,Accepted,0.0,119.4,Profit,10,October,4,2025-10,32.56
4733,2025-10-15 14:47:38.958831048,2025,Korangi,Womens Apparel,Existing Product,B,Festival Sale,3,454.46,328.39,125.74694230192384,1363.38,348.03,1015.35,Accepted,0.0,1015.35,Profit,10,October,4,2025-10,74.47
4734,2025-10-15 16:15:10.450580588,2025,Karachi Central,Footwear,Existing Product,B,Festival Sale,1,156.69,262.77,116.78064829403829,156.69,281.02,-124.32,Refunded,156.69,-281.02,Loss,10,October,4,2025-10,-179.35
4735,2025-10-15 17:42:41.942330132,2025,Karachi South,Mens Apparel,Existing Product,A,Regular Days,1,224.81,323.23,117.4868250248656,224.81,341.58,-116.78,Accepted,0.0,-116.78,Loss,10,October,4,2025-10,-51.95
4736,2025-10-15 19:10:13.434079672,2025,Korangi,Mens Apparel,Existing Product,A,Regular Days,3,391.97,272.93,121.0701497062534,1175.91,291.84,884.07,Refunded,1175.91,-291.84,Loss,10,October,4,2025-10,-24.82
4737,2025-10-15 20:37:44.925829216,2025,Karachi Central,Womens Apparel,Existing Product,A,Festival Sale,3,140.76,284.64,130.0787041969621,422.28,304.96,117.31,Accepted,0.0,117.31,Profit,10,October,4,2025-10,27.78
4738,2025-10-15 22:05:16.417578756,2025,Karachi Central,Mens Apparel,Existing Product,B,Festival Sale,4,132.32,193.41,123.8133802385948,529.29,212.75,316.54,Accepted,0.0,316.54,Profit,10,October,4,2025-10,59.8
4739,2025-10-15 23:32:47.909328296,2025,Karachi South,Accessories,New Product,B,Regular Days,3,204.19,265.58,134.8664269813978,612.56,286.65,325.91,Accepted,0.0,325.91,Profit,10,October,4,2025-10,53.2
4740,2025-10-16 01:00:19.401077840,2025,Korangi,Mens Apparel,Existing Product,A,Regular Days,4,284.8,359.94,118.54739016153655,1139.2,378.46,760.73,Accepted,0.0,760.73,Profit,10,October,4,2025-10,66.78
4741,2025-10-16 02:27:50.892827380,2025,Karachi West,Footwear,Existing Product,A,Regular Days,3,447.59,371.97,107.40817193471209,1342.76,388.75,954.0,Accepted,0.0,954.0,Profit,10,October,4,2025-10,71.05
4742,2025-10-16 03:55:22.384576924,2025,Malir,Mens Apparel,New Product,A,Festival Sale,2,137.17,262.93,109.32433307779536,274.33,280.01,-5.67,Accepted,0.0,-5.67,Loss,10,October,4,2025-10,-2.07
4743,2025-10-16 05:22:53.876326464,2025,Keamari,Accessories,New Product,B,Festival Sale,4,309.01,315.11,117.76694586265192,1236.05,333.5,902.55,Accepted,0.0,902.55,Profit,10,October,4,2025-10,73.02
4744,2025-10-16 06:50:25.368076008,2025,Karachi Central,Mens Apparel,Existing Product,A,Festival Sale,2,233.24,172.79,129.02738587360534,466.49,192.94,273.55,Accepted,0.0,273.55,Profit,10,October,4,2025-10,58.64
4745,2025-10-16 08:17:56.859825548,2025,Keamari,Womens Apparel,Existing Product,A,Regular Days,1,321.2,147.95,100.91886237177556,321.2,163.71,157.49,Refunded,321.2,-163.71,Loss,10,October,4,2025-10,-50.97
4746,2025-10-16 09:45:28.351575088,2025,Keamari,Accessories,Existing Product,A,Regular Days,4,207.94,306.05,106.94965569979642,831.74,322.75,508.99,Accepted,0.0,508.99,Profit,10,October,4,2025-10,61.2
4747,2025-10-16 11:12:59.843324632,2025,Karachi West,Mens Apparel,Existing Product,A,Festival Sale,3,297.45,217.47,113.28333850147528,892.36,235.16,657.2,Refunded,892.36,-235.16,Loss,10,October,4,2025-10,-26.35
4748,2025-10-16 12:40:31.335074172,2025,Malir,Womens Apparel,New Product,A,Regular Days,1,294.33,325.42,126.72349965297347,294.33,345.21,-50.89,Accepted,0.0,-50.89,Loss,10,October,4,2025-10,-17.29
4749,2025-10-16 14:08:02.826823716,2025,Karachi Central,Mens Apparel,Existing Product,B,Regular Days,1,127.17,169.97,121.4449366143976,127.17,188.95,-61.78,Accepted,0.0,-61.78,Loss,10,October,4,2025-10,-48.58
4750,2025-10-16 15:35:34.318573256,2025,Korangi,Accessories,Existing Product,B,Regular Days,4,153.88,300.58,114.22159842863636,615.53,318.42,297.11,Accepted,0.0,297.11,Profit,10,October,4,2025-10,48.27
4751,2025-10-16 17:03:05.810322796,2025,Karachi South,Footwear,Existing Product,B,Regular Days,4,218.25,399.62,113.98898778981982,872.99,417.43,455.55,Accepted,0.0,455.55,Profit,10,October,4,2025-10,52.18
4752,2025-10-16 18:30:37.302072340,2025,Karachi East,Mens Apparel,Existing Product,A,Festival Sale,3,277.61,196.53,124.52191489360324,832.84,215.98,616.85,Accepted,0.0,616.85,Profit,10,October,4,2025-10,74.07
4753,2025-10-16 19:58:08.793821880,2025,Karachi Central,Mens Apparel,New Product,B,Regular Days,1,356.51,223.4,118.00459687359358,356.51,241.84,114.67,Accepted,0.0,114.67,Profit,10,October,4,2025-10,32.16
4754,2025-10-16 21:25:40.285571424,2025,Karachi East,Womens Apparel,New Product,A,Regular Days,2,371.5,246.52,131.04388886423766,743.01,267.0,476.01,Accepted,0.0,476.01,Profit,10,October,4,2025-10,64.07
4755,2025-10-16 22:53:11.777320964,2025,Malir,Accessories,Existing Product,B,Regular Days,1,443.21,159.82,108.53493545256518,443.21,176.77,266.44,Accepted,0.0,266.44,Profit,10,October,4,2025-10,60.12
4756,2025-10-17 00:20:43.269070504,2025,Karachi West,Womens Apparel,New Product,A,Regular Days,1,369.63,202.31,129.53011390927225,369.63,222.55,147.08,Accepted,0.0,147.08,Profit,10,October,4,2025-10,39.79
4757,2025-10-17 01:48:14.760820048,2025,Karachi East,Accessories,Existing Product,A,Regular Days,2,306.05,248.55,108.6378582458655,612.09,265.53,346.56,Accepted,0.0,346.56,Profit,10,October,4,2025-10,56.62
4758,2025-10-17 03:15:46.252569588,2025,Keamari,Accessories,New Product,A,Regular Days,1,292.92,403.37,111.6103750851868,292.92,420.81,-127.89,Accepted,0.0,-127.89,Loss,10,October,4,2025-10,-43.66
4759,2025-10-17 04:43:17.744319132,2025,Keamari,Footwear,Existing Product,A,Festival Sale,3,167.94,227.31,110.07240403828766,503.83,244.5,259.32,Accepted,0.0,259.32,Profit,10,October,4,2025-10,51.47
4760,2025-10-17 06:10:49.236068672,2025,Malir,Footwear,Existing Product,A,Festival Sale,3,348.69,358.38,113.51590835954735,1046.08,376.12,669.97,Accepted,0.0,669.97,Profit,10,October,4,2025-10,64.05
4761,2025-10-17 07:38:20.727818216,2025,Karachi East,Mens Apparel,New Product,A,Festival Sale,1,148.88,329.01,119.43297966993374,148.88,347.67,-198.79,Accepted,0.0,-198.79,Loss,10,October,4,2025-10,-133.52
4762,2025-10-17 09:05:52.219567756,2025,Korangi,Mens Apparel,New Product,A,Festival Sale,3,142.17,164.97,115.66166571072692,426.5,183.04,243.45,Accepted,0.0,243.45,Profit,10,October,4,2025-10,57.08
4763,2025-10-17 10:33:23.711317296,2025,Karachi South,Footwear,Existing Product,B,Festival Sale,2,389.0,231.84,110.61252409690212,778.0,249.12,528.88,Accepted,0.0,528.88,Profit,10,October,4,2025-10,67.98
4764,2025-10-17 12:00:55.203066840,2025,Karachi Central,Womens Apparel,Existing Product,A,Festival Sale,4,284.02,400.87,112.29072351479562,1136.07,418.42,717.65,Refunded,1136.07,-418.42,Loss,10,October,4,2025-10,-36.83
4765,2025-10-17 13:28:26.694816380,2025,Karachi East,Accessories,New Product,A,Regular Days,3,293.23,197.31,115.20601658521278,879.7,215.31,664.39,Accepted,0.0,664.39,Profit,10,October,4,2025-10,75.52
4766,2025-10-17 14:55:58.186565924,2025,Malir,Womens Apparel,Existing Product,A,Festival Sale,3,221.37,371.04,122.4503653277944,664.11,390.17,273.95,Accepted,0.0,273.95,Profit,10,October,4,2025-10,41.25
4767,2025-10-17 16:23:29.678315464,2025,Karachi Central,Mens Apparel,New Product,B,Regular Days,4,141.23,191.22,135.3069605045182,564.91,212.36,352.55,Accepted,0.0,352.55,Profit,10,October,4,2025-10,62.41
4768,2025-10-17 17:51:01.170065004,2025,Korangi,Mens Apparel,Existing Product,A,Festival Sale,4,224.5,302.92,124.34343485945844,897.98,322.35,575.64,Accepted,0.0,575.64,Profit,10,October,4,2025-10,64.1
4769,2025-10-17 19:18:32.661814548,2025,Karachi Central,Womens Apparel,New Product,A,Regular Days,2,172.16,401.81,107.42025068017604,344.32,418.59,-74.27,Accepted,0.0,-74.27,Loss,10,October,4,2025-10,-21.57
4770,2025-10-17 20:46:04.153564088,2025,Karachi Central,Mens Apparel,New Product,A,Festival Sale,4,419.31,276.83,138.60955575720453,1677.24,298.49,1378.75,Accepted,0.0,1378.75,Profit,10,October,4,2025-10,82.2
4771,2025-10-17 22:13:35.645313632,2025,Karachi West,Mens Apparel,New Product,B,Festival Sale,4,441.18,221.22,133.36351306736046,1764.72,242.05,1522.67,Accepted,0.0,1522.67,Profit,10,October,4,2025-10,86.28
4772,2025-10-17 23:41:07.137063172,2025,Korangi,Womens Apparel,New Product,A,Regular Days,2,165.13,195.28,123.65725057934516,330.26,214.6,115.66,Accepted,0.0,115.66,Profit,10,October,4,2025-10,35.02
4773,2025-10-18 01:08:38.628812712,2025,Keamari,Womens Apparel,Existing Product,A,Festival Sale,1,336.51,194.81,124.41596575983657,336.51,214.25,122.26,Accepted,0.0,122.26,Profit,10,October,4,2025-10,36.33
4774,2025-10-18 02:36:10.120562256,2025,Korangi,Womens Apparel,Existing Product,A,Festival Sale,1,423.53,348.85,139.45704443922463,423.53,370.64,52.89,Accepted,0.0,52.89,Profit,10,October,4,2025-10,12.49
4775,2025-10-18 04:03:41.612311796,2025,Karachi West,Accessories,Existing Product,A,Regular Days,2,137.01,189.81,103.61120038575996,274.02,206.0,68.02,Accepted,0.0,68.02,Profit,10,October,4,2025-10,24.82
4776,2025-10-18 05:31:13.104061340,2025,Karachi East,Mens Apparel,Existing Product,B,Regular Days,3,221.68,384.47,125.68161267325743,665.05,404.11,260.95,Accepted,0.0,260.95,Profit,10,October,4,2025-10,39.24
4777,2025-10-18 06:58:44.595810880,2025,Karachi East,Footwear,Existing Product,A,Festival Sale,4,397.12,252.77,107.95702686087805,1588.5,269.64,1318.86,Accepted,0.0,1318.86,Profit,10,October,4,2025-10,83.03
4778,2025-10-18 08:26:16.087560420,2025,Karachi Central,Mens Apparel,Existing Product,A,Regular Days,4,354.48,195.28,136.881098638825,1417.9,216.67,1201.24,Accepted,0.0,1201.24,Profit,10,October,4,2025-10,84.72
4779,2025-10-18 09:53:47.579309964,2025,Karachi West,Footwear,New Product,A,Regular Days,2,398.69,241.99,107.69364095248974,797.37,258.82,538.56,Refunded,797.37,-258.82,Loss,10,October,4,2025-10,-32.46
